,Starters,Date,MP_x,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP_y,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Jeff Teague,2016-11-12,35:26,4,15,.267,1,4,.250,11,12,.917,1,2,3,4,0,0,2,6,20,+3,35:26,.493,.300,.267,.800,3.2,6.2,4.7,17.7,0.0,0.0,9.0,27.1,108,122
1,Monta Ellis,2016-11-12,34:25,5,10,.500,1,3,.333,4,7,.571,0,4,4,4,1,1,3,4,15,-1,34:25,.573,.550,.300,.700,0.0,12.7,6.4,19.2,1.5,2.5,18.7,20.1,103,115
2,C.J. Miles,2016-11-12,32:11,3,10,.300,2,7,.286,0,0,,0,3,3,0,1,3,1,5,8,+3,32:11,.400,.400,.700,.000,0.0,10.2,5.1,0.0,1.6,8.1,9.1,14.7,78,113
3,Myles Turner,2016-11-12,29:37,6,8,.750,0,1,.000,5,5,1.000,2,6,8,1,4,3,4,2,17,0,29:37,.833,.750,.125,.625,7.5,22.1,14.9,6.2,7.0,8.8,28.2,20.7,121,95
4,Thaddeus Young,2016-11-12,23:39,5,8,.625,0,2,.000,0,2,.000,4,4,8,3,2,0,1,2,10,+6,23:39,.563,.625,.250,.250,18.9,18.5,18.7,23.6,4.4,0.0,10.1,18.0,121,107
5,Glenn Robinson,2016-11-12,25:49,4,11,.364,0,4,.000,0,0,,1,5,6,2,0,2,0,0,8,-9,25:49,.364,.364,.364,.000,4.3,21.1,12.8,13.0,0.0,6.8,0.0,18.4,91,113
6,Lavoy Allen,2016-11-12,25:45,1,6,.167,0,0,,0,0,,3,1,4,1,1,0,0,0,2,-12,25:45,.167,.167,.000,.000,13.0,4.2,8.6,5.5,2.0,0.0,0.0,10.0,73,119
7,Al Jefferson,2016-11-12,16:59,5,9,.556,0,0,,0,0,,0,3,3,0,0,0,1,0,10,-6,16:59,.556,.556,.000,.000,0.0,19.3,9.7,0.0,0.0,0.0,10.0,25.4,98,117
8,Aaron Brooks,2016-11-12,15:00,3,8,.375,2,5,.400,1,2,.500,0,1,1,2,0,0,1,3,9,-12,15:00,.507,.500,.625,.250,0.0,7.3,3.7,24.2,0.0,0.0,10.1,28.4,102,122
9,Joe Young,2016-11-12,1:10,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-2,1:10,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0,125
10,Kevin Seraphin,2016-11-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Georges Niang,2016-11-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Rakeem Christmas,2016-11-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Gordon Hayward,2016-11-12,34:38,10,20,.500,1,4,.250,4,5,.800,1,8,9,4,0,0,1,1,25,+21,34:38,.563,.525,.200,.250,3.4,25.8,14.8,21.2,0.0,0.0,4.3,32.7,118,102
1,Rodney Hood,2016-11-12,34:17,6,13,.462,1,4,.250,4,4,1.000,0,4,4,2,0,1,1,4,17,+11,34:17,.576,.500,.308,.308,0.0,13.0,6.7,8.9,0.0,2.2,6.3,22.4,115,100
2,Rudy Gobert,2016-11-12,33:04,3,6,.500,0,0,,6,8,.750,2,10,12,0,2,2,1,5,12,+22,33:04,.630,.500,.000,1.333,7.1,33.8,20.7,0.0,3.2,4.5,9.5,15.5,127,89
3,Dante Exum,2016-11-12,28:53,3,10,.300,2,4,.500,2,2,1.000,1,2,3,1,1,0,1,0,10,+7,28:53,.460,.400,.400,.200,4.1,7.7,5.9,4.7,1.8,0.0,8.4,20.1,95,101
4,Derrick Favors,2016-11-12,5:55,3,3,1.000,0,0,,0,0,,0,1,1,0,0,0,1,0,6,0,5:55,1.000,1.000,.000,.000,0.0,18.9,9.7,0.0,0.0,0.0,25.0,33.0,129,103
5,Joe Johnson,2016-11-12,28:28,4,10,.400,2,4,.500,0,0,,0,6,6,2,0,0,0,1,10,+6,28:28,.500,.500,.400,.000,0.0,23.5,12.0,10.1,0.0,0.0,0.0,17.1,109,103
6,Shelvin Mack,2016-11-12,22:49,6,8,.750,0,2,.000,0,0,,0,2,2,2,0,0,1,3,12,-1,22:49,.750,.750,.250,.000,0.0,9.8,5.0,15.4,0.0,0.0,11.1,19.2,136,103
7,Trey Lyles,2016-11-12,20:13,2,7,.286,0,2,.000,0,0,,0,5,5,0,1,1,0,3,4,+11,20:13,.286,.286,.286,.000,0.0,27.6,14.1,0.0,2.6,3.7,0.0,16.9,60,91
8,Joe Ingles,2016-11-12,16:11,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,1,0,2,-5,16:11,.500,.500,.000,.000,0.0,6.9,3.5,0.0,0.0,0.0,33.3,9.0,64,105
9,Jeff Withey,2016-11-12,14:30,2,2,1.000,0,0,,0,0,,2,0,2,1,1,0,1,2,4,-11,14:30,1.000,1.000,.000,.000,16.1,0.0,7.9,9.9,3.6,0.0,33.3,10.1,150,97
10,Joel Bolomboy,2016-11-12,1:03,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-6,1:03,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,46.5,0,105
11,Raul Neto,2016-11-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,George Hill,2016-11-12,Did Not Dress,,,,,,,,,,,,,,,,,,,,Did Not Dress,,,,,,,,,,,,,,
0,Justise Winslow,2016-11-12,33:42,5,13,.385,0,1,.000,1,1,1.000,0,6,6,2,1,0,1,5,11,-17,33:42,.409,.385,.077,.077,0.0,20.8,10.2,9.2,1.6,0.0,6.9,21.1,79,111
1,Josh Richardson,2016-11-12,32:53,6,16,.375,0,3,.000,0,0,,0,3,3,4,2,1,1,3,12,-24,32:53,.375,.375,.188,.000,0.0,10.7,5.2,20.0,3.2,2.4,5.9,25.5,78,107
2,Hassan Whiteside,2016-11-12,32:44,6,13,.462,0,0,,3,6,.500,2,12,14,1,0,2,1,2,15,-23,32:44,.480,.462,.000,.462,6.8,42.9,24.4,5.0,0.0,4.8,6.0,25.1,96,106
3,Dion Waiters,2016-11-12,18:57,1,4,.250,0,0,,2,4,.500,0,1,1,2,0,0,2,1,4,-16,18:57,.347,.250,.000,1.000,0.0,6.2,3.0,14.3,0.0,0.0,25.8,20.2,63,117
4,Luke Babbitt,2016-11-12,5:15,0,3,.000,0,3,.000,0,0,,0,1,1,0,0,0,0,0,0,-2,5:15,.000,.000,1.000,.000,0.0,22.3,10.9,0.0,0.0,0.0,0.0,28.2,0,114
5,James Johnson,2016-11-12,30:04,6,7,.857,1,1,1.000,2,3,.667,0,4,4,4,1,0,2,2,15,+2,30:04,.901,.929,.143,.429,0.0,15.6,7.6,22.5,1.7,0.0,19.4,16.9,143,111
6,Tyler Johnson,2016-11-12,29:03,2,7,.286,0,2,.000,1,1,1.000,1,2,3,4,1,0,0,1,5,+10,29:03,.336,.286,.286,.143,3.8,8.1,5.9,19.0,1.8,0.0,0.0,12.6,93,112
7,Rodney McGruder,2016-11-12,21:49,5,6,.833,3,4,.750,1,2,.500,0,2,2,2,0,0,0,1,14,+7,21:49,1.017,1.083,.667,.333,0.0,10.7,5.2,16.3,0.0,0.0,0.0,15.5,192,116
8,Derrick Williams,2016-11-12,20:17,5,8,.625,1,2,.500,0,2,.000,1,3,4,1,0,1,0,0,11,-4,20:17,.619,.688,.250,.250,5.5,17.3,11.3,9.0,0.0,3.9,0.0,21.6,121,111
9,Josh McRoberts,2016-11-12,12:50,2,4,.500,0,1,.000,0,0,,0,0,0,1,0,0,1,2,4,+3,12:50,.500,.500,.250,.000,0.0,0.0,0.0,12.3,0.0,0.0,20.0,19.2,81,117
10,Willie Reed,2016-11-12,2:26,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+9,2:26,,,,,0.0,48.1,23.5,0.0,0.0,0.0,,0.0,,111
11,Udonis Haslem,2016-11-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Goran Dragic,2016-11-12,Did Not Dress,,,,,,,,,,,,,,,,,,,,Did Not Dress,,,,,,,,,,,,,,
0,Marc Gasol,2016-11-12,34:11,6,13,.462,1,4,.250,5,6,.833,1,4,5,6,0,2,2,6,18,0,34:11,.575,.500,.308,.462,4.3,16.5,10.5,31.7,0.0,5.6,11.3,24.7,114,116
1,Mike Conley,2016-11-12,30:04,3,10,.300,1,6,.167,8,8,1.000,0,5,5,3,1,0,3,1,15,+4,30:04,.555,.350,.600,.800,0.0,23.5,11.9,15.9,1.7,0.0,18.2,26.3,98,116
2,James Ennis,2016-11-12,25:31,3,6,.500,1,4,.250,2,2,1.000,0,2,2,2,0,0,0,4,9,-5,25:31,.654,.583,.667,.333,0.0,11.1,5.6,12.8,0.0,0.0,0.0,12.9,135,121
3,Chandler Parsons,2016-11-12,23:16,5,11,.455,2,6,.333,0,0,,0,4,4,1,1,0,1,0,12,-6,23:16,.545,.545,.545,.000,0.0,24.3,12.3,8.4,2.2,0.0,8.3,24.7,94,115
4,JaMychal Green,2016-11-12,22:34,2,6,.333,0,0,,1,1,1.000,1,2,3,2,0,0,2,4,5,-10,22:34,.388,.333,.000,.167,6.4,12.5,9.5,13.8,0.0,0.0,23.7,17.9,74,121
5,Vince Carter,2016-11-12,34:12,7,11,.636,1,5,.200,2,2,1.000,0,1,1,2,1,0,0,3,17,-7,34:12,.715,.682,.455,.182,0.0,4.1,2.1,11.1,1.5,0.0,0.0,16.6,141,119
6,Zach Randolph,2016-11-12,22:58,6,12,.500,0,1,.000,0,0,,1,6,7,1,3,0,0,1,12,-8,22:58,.500,.500,.083,.000,6.3,36.9,21.8,9.3,6.8,0.0,0.0,25.0,101,104
7,Jarell Martin,2016-11-12,18:55,1,3,.333,0,1,.000,2,2,1.000,0,4,4,0,0,1,2,2,4,-4,18:55,.515,.333,.333,.667,0.0,29.9,15.1,0.0,0.0,5.1,34.0,14.9,68,115
8,Andrew Harrison,2016-11-12,16:34,1,4,.250,0,2,.000,0,0,,0,0,0,2,2,1,1,4,2,-6,16:34,.250,.250,.500,.000,0.0,0.0,0.0,18.1,6.3,5.8,20.0,14.5,56,103
9,Wade Baldwin,2016-11-12,11:45,1,2,.500,0,1,.000,0,0,,0,1,1,1,0,0,2,1,2,-8,11:45,.500,.500,.500,.000,0.0,12.0,6.1,13.2,0.0,0.0,50.0,16.3,55,121
10,Troy Williams,2016-11-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Deyonta Davis,2016-11-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Troy Daniels,2016-11-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Giannis Antetokounmpo,2016-11-12,37:32,9,13,.692,0,1,.000,9,13,.692,0,6,6,5,4,4,5,5,27,+3,37:32,.721,.692,.077,1.000,0.0,23.3,11.5,26.1,5.5,10.7,21.1,31.7,118,88
1,Jabari Parker,2016-11-12,34:00,5,16,.313,0,4,.000,6,8,.750,1,3,4,2,0,0,2,2,16,+14,34:00,.410,.313,.250,.500,4.2,12.8,8.4,9.8,0.0,0.0,9.3,31.7,85,110
2,Tony Snell,2016-11-12,26:19,3,8,.375,3,7,.429,0,0,,0,1,1,1,0,0,0,0,9,+7,26:19,.563,.563,.875,.000,0.0,5.5,2.7,6.0,0.0,0.0,0.0,15.2,113,111
3,Matthew Dellavedova,2016-11-12,25:39,2,4,.500,0,1,.000,0,0,,1,1,2,2,0,0,0,2,4,+10,25:39,.500,.500,.250,.000,5.5,5.7,5.6,11.6,0.0,0.0,0.0,7.8,127,111
4,John Henson,2016-11-12,17:30,3,5,.600,0,0,,2,2,1.000,0,7,7,1,0,1,0,3,8,-8,17:30,.680,.600,.000,.400,0.0,58.2,28.7,9.9,0.0,5.7,0.0,16.8,142,101
5,Malcolm Brogdon,2016-11-12,22:21,5,9,.556,2,3,.667,0,0,,1,0,1,3,0,0,2,2,12,0,22:21,.667,.667,.333,.000,6.3,0.0,3.2,25.5,0.0,0.0,18.2,24.6,115,111
6,Jason Terry,2016-11-12,21:46,1,2,.500,1,1,1.000,0,0,,0,1,1,1,1,0,0,0,3,+3,21:46,.750,.750,.500,.000,0.0,6.7,3.3,6.5,2.4,0.0,0.0,4.6,153,106
7,Greg Monroe,2016-11-12,21:25,2,3,.667,0,0,,3,4,.750,1,6,7,3,2,0,2,3,7,+8,21:25,.735,.667,.000,1.333,6.6,40.7,23.4,21.3,4.9,0.0,29.6,15.8,122,98
8,Michael Beasley,2016-11-12,19:29,6,8,.750,1,1,1.000,6,7,.857,1,3,4,1,1,0,1,1,19,+6,19:29,.857,.813,.125,.875,7.2,22.4,14.7,11.6,2.7,0.0,8.3,31.1,158,104
9,Miles Plumlee,2016-11-12,9:05,0,0,,0,0,,1,2,.500,0,1,1,1,1,0,0,2,1,+10,9:05,.568,,,,0.0,16.0,7.9,14.7,5.7,0.0,0.0,4.9,149,98
10,Mirza Teletovic,2016-11-12,4:54,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-3,4:54,,,,,0.0,29.7,14.6,0.0,0.0,0.0,,0.0,,109
11,Rashad Vaughn,2016-11-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Thon Maker,2016-11-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Blake Griffin,2016-11-12,36:41,7,17,.412,0,0,,6,8,.750,1,10,11,4,0,1,2,3,20,+27,36:41,.487,.412,.000,.471,4.0,27.3,17.8,17.0,0.0,2.0,8.9,27.7,107,109
1,DeAndre Jordan,2016-11-12,34:06,4,6,.667,0,0,,10,16,.625,4,12,16,1,2,2,1,3,18,+23,34:06,.690,.667,.000,2.667,17.1,35.2,27.8,4.1,3.0,4.2,7.1,18.6,146,98
2,Luc Mbah a Moute,2016-11-12,33:56,6,8,.750,2,3,.667,1,1,1.000,1,0,1,0,1,1,0,2,15,+22,33:56,.889,.875,.375,.125,4.3,0.0,1.7,0.0,1.5,2.1,0.0,11.2,178,116
3,Chris Paul,2016-11-12,31:52,4,7,.571,3,4,.750,8,8,1.000,0,4,4,8,2,0,4,2,19,+17,31:52,.903,.786,.571,1.143,0.0,12.6,7.4,35.5,3.2,0.0,27.5,20.6,145,109
4,J.J. Redick,2016-11-12,28:51,7,13,.538,2,7,.286,2,2,1.000,0,1,1,3,1,0,2,0,18,+18,28:51,.648,.615,.538,.154,0.0,3.5,2.1,17.6,1.8,0.0,12.6,24.9,120,116
5,Jamal Crawford,2016-11-12,20:30,4,8,.500,1,2,.500,1,2,.500,0,1,1,4,1,0,1,2,10,+2,20:30,.563,.563,.250,.250,0.0,4.9,2.9,30.6,2.5,0.0,10.1,21.8,120,114
6,Austin Rivers,2016-11-12,16:08,1,4,.250,0,1,.000,0,0,,0,0,0,4,0,0,2,4,2,-3,16:08,.250,.250,.250,.000,0.0,0.0,0.0,32.1,0.0,0.0,33.3,16.8,72,121
7,Marreese Speights,2016-11-12,13:54,3,7,.429,2,6,.333,0,0,,1,2,3,0,0,0,0,2,8,-9,13:54,.571,.571,.857,.000,10.5,14.4,12.8,0.0,0.0,0.0,0.0,22.7,123,115
8,Raymond Felton,2016-11-12,12:43,3,3,1.000,1,1,1.000,0,0,,1,1,2,0,0,0,2,1,7,-14,12:43,1.167,1.167,.333,.000,11.4,7.9,9.3,0.0,0.0,0.0,40.0,17.8,110,118
9,Brandon Bass,2016-11-12,11:19,1,3,.333,0,0,,0,0,,1,2,3,1,0,0,0,0,2,-13,11:19,.333,.333,.000,.000,12.9,17.7,15.7,11.9,0.0,0.0,0.0,12.0,109,114
10,Diamond Stone,2016-11-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Paul Pierce,2016-11-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Alan Anderson,2016-11-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Zach LaVine,2016-11-12,40:02,7,15,.467,1,5,.200,0,0,,0,3,3,4,2,1,0,5,15,-5,40:02,.500,.500,.333,.000,0.0,10.9,4.4,15.2,2.5,2.3,0.0,16.2,117,126
1,Andrew Wiggins,2016-11-12,36:46,8,24,.333,1,4,.250,5,5,1.000,1,3,4,3,1,0,3,1,22,-21,36:46,.420,.354,.167,.208,2.7,11.9,6.4,13.3,1.4,0.0,10.3,34.3,89,130
2,Karl-Anthony Towns,2016-11-12,33:19,10,18,.556,1,3,.333,3,4,.750,4,6,10,2,2,2,3,5,24,-21,33:19,.607,.583,.167,.222,12.0,26.2,17.8,11.3,3.1,5.5,13.2,29.5,114,120
3,Gorgui Dieng,2016-11-12,30:12,3,6,.500,0,1,.000,0,0,,3,2,5,2,1,0,1,2,6,-21,30:12,.500,.500,.167,.000,9.9,9.6,9.8,9.0,1.7,0.0,14.3,10.0,112,130
4,Ricky Rubio,2016-11-12,24:23,2,5,.400,1,2,.500,2,4,.500,5,1,6,6,1,0,3,3,7,-14,24:23,.518,.500,.400,.800,20.5,6.0,14.6,32.8,2.1,0.0,30.7,17.3,109,130
5,Kris Dunn,2016-11-12,19:06,0,4,.000,0,1,.000,3,4,.750,0,4,4,4,2,0,1,1,3,-3,19:06,.260,.000,.250,1.000,0.0,30.5,12.4,25.1,5.3,0.0,14.8,15.3,79,118
6,Nemanja Bjelica,2016-11-12,18:23,3,6,.500,2,3,.667,0,0,,0,1,1,4,1,0,1,4,8,+9,18:23,.667,.667,.500,.000,0.0,7.9,3.2,32.5,2.8,0.0,14.3,16.4,129,127
7,Shabazz Muhammad,2016-11-12,15:25,1,2,.500,0,0,,2,2,1.000,0,1,1,0,0,0,1,0,4,0,15:25,.694,.500,.000,1.000,0.0,9.4,3.8,0.0,0.0,0.0,25.8,10.9,106,134
8,Cole Aldrich,2016-11-12,14:07,4,6,.667,0,0,,0,0,,2,1,3,0,1,0,0,6,8,+5,14:07,.667,.667,.000,.000,14.2,10.3,12.6,0.0,3.6,0.0,0.0,18.3,142,124
9,Tyus Jones,2016-11-12,8:18,2,3,.667,2,3,.667,2,2,1.000,0,2,2,1,0,0,0,4,8,+1,8:18,1.031,1.000,1.000,.667,0.0,35.0,14.3,20.3,0.0,0.0,0.0,20.2,209,127
10,John Lucas III,2016-11-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Adreian Payne,2016-11-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Jordan Hill,2016-11-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,D'Angelo Russell,2016-11-12,27:50,9,16,.563,4,7,.571,0,0,,0,2,2,6,0,1,3,3,22,+13,27:50,.688,.688,.438,.000,0.0,7.0,3.9,28.4,0.0,2.5,15.8,30.6,121,110
1,Julius Randle,2016-11-12,27:33,4,12,.333,0,1,.000,0,0,,2,9,11,8,2,2,1,3,8,+17,27:33,.333,.333,.083,.000,8.7,32.0,21.5,31.0,3.7,5.0,7.7,21.2,107,92
2,Timofey Mozgov,2016-11-12,20:43,4,4,1.000,0,0,,0,0,,1,4,5,1,0,1,3,2,8,+7,20:43,1.000,1.000,.000,.000,5.8,18.9,13.0,5.4,0.0,3.3,42.9,15.1,103,105
3,Nick Young,2016-11-12,20:27,5,8,.625,5,7,.714,0,0,,1,0,1,2,0,0,0,2,15,+5,20:27,.938,.938,.875,.000,5.9,0.0,2.6,11.7,0.0,0.0,0.0,17.5,181,114
4,Luol Deng,2016-11-12,18:08,0,6,.000,0,2,.000,0,0,,1,3,4,2,0,0,0,0,0,+3,18:08,.000,.000,.333,.000,6.6,16.2,11.9,10.2,0.0,0.0,0.0,14.8,44,109
5,Lou Williams,2016-11-12,25:20,9,15,.600,2,5,.400,1,1,1.000,0,3,3,4,2,0,0,1,21,+23,25:20,.680,.667,.333,.067,0.0,11.6,6.4,21.7,4.0,0.0,0.0,27.3,144,102
6,Jordan Clarkson,2016-11-12,25:03,8,12,.667,4,6,.667,3,3,1.000,0,3,3,1,1,0,3,0,23,+16,25:03,.863,.833,.500,.250,0.0,11.7,6.5,5.2,2.0,0.0,18.4,29.2,127,106
7,Larry Nance Jr.,2016-11-12,22:29,3,5,.600,0,0,,0,0,,1,7,8,3,2,0,0,5,6,+16,22:29,.600,.600,.000,.000,5.3,30.5,19.2,14.0,4.5,0.0,0.0,10.0,149,94
8,Brandon Ingram,2016-11-12,22:13,4,7,.571,0,0,,2,3,.667,0,0,0,4,1,0,0,1,10,+9,22:13,.601,.571,.000,.429,0.0,0.0,0.0,19.9,2.3,0.0,0.0,16.8,142,110
9,Tarik Black,2016-11-12,17:56,3,5,.600,0,0,,0,0,,2,3,5,2,0,1,0,0,6,+13,17:56,.600,.600,.000,.000,13.4,16.4,15.0,12.2,0.0,3.8,0.0,12.5,150,106
10,Thomas Robinson,2016-11-12,7:18,2,2,1.000,0,0,,0,0,,2,2,4,1,0,0,0,0,4,+1,7:18,1.000,1.000,.000,.000,32.9,26.8,29.6,16.9,0.0,0.0,0.0,12.3,215,106
11,Jose Calderon,2016-11-12,2:30,1,1,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,+6,2:30,1.500,1.500,1.000,.000,0.0,39.2,21.6,0.0,0.0,0.0,0.0,17.9,300,102
12,Marcelo Huertas,2016-11-12,2:30,0,1,.000,0,1,.000,0,0,,0,0,0,2,0,0,0,0,0,+6,2:30,.000,.000,1.000,.000,0.0,0.0,0.0,73.8,0.0,0.0,0.0,17.9,104,115
0,Anthony Davis,2016-11-12,34:51,13,26,.500,0,2,.000,8,11,.727,1,7,8,2,0,2,1,0,34,-10,34:51,.551,.500,.077,.423,2.8,24.1,12.4,13.1,0.0,4.3,3.1,40.5,115,130
1,Tim Frazier,2016-11-12,28:46,2,8,.250,0,1,.000,0,0,,0,2,2,10,0,0,4,2,4,-10,28:46,.250,.250,.125,.000,0.0,8.3,3.7,46.8,0.0,0.0,33.3,18.5,68,137
2,E'Twaun Moore,2016-11-12,24:28,3,10,.300,1,2,.500,0,0,,2,1,3,0,1,0,0,0,7,-9,24:28,.350,.350,.200,.000,8.0,4.9,6.6,0.0,2.1,0.0,0.0,18.1,86,133
3,Dante Cunningham,2016-11-12,17:41,1,3,.333,1,2,.500,0,0,,1,3,4,1,1,0,0,0,3,-12,17:41,.500,.500,.667,.000,5.5,20.4,12.2,7.5,2.9,0.0,0.0,7.5,126,128
4,Omer Asik,2016-11-12,13:20,1,3,.333,0,0,,0,0,,2,3,5,0,0,0,1,2,2,-2,13:20,.333,.333,.000,.000,14.7,27.0,20.2,0.0,0.0,0.0,25.0,13.3,76,133
5,Buddy Hield,2016-11-12,26:03,8,13,.615,1,4,.250,1,1,1.000,0,3,3,1,0,0,1,3,18,-20,26:03,.670,.654,.308,.077,0.0,13.8,6.2,7.6,0.0,0.0,6.9,24.6,124,136
6,Alexis Ajinca,2016-11-12,23:55,3,4,.750,0,0,,0,0,,3,4,7,0,0,2,0,1,6,-21,23:55,.750,.750,.000,.000,12.3,20.1,15.8,0.0,0.0,6.3,0.0,7.4,164,129
7,Langston Galloway,2016-11-12,21:44,5,12,.417,2,6,.333,0,0,,2,4,6,2,1,0,1,0,12,-23,21:44,.500,.500,.500,.000,9.0,22.1,14.9,15.8,2.3,0.0,7.7,26.5,105,129
8,Terrence Jones,2016-11-12,21:25,2,7,.286,0,2,.000,2,3,.667,1,3,4,1,0,0,1,1,6,-15,21:25,.361,.286,.286,.429,4.6,16.8,10.1,6.5,0.0,0.0,10.7,19.3,79,136
9,Solomon Hill,2016-11-12,17:40,0,3,.000,0,0,,0,0,,0,0,0,3,1,1,1,1,0,-7,17:40,.000,.000,.000,.000,0.0,0.0,0.0,20.9,2.9,4.2,25.0,10.0,37,129
10,Archie Goodwin,2016-11-12,10:09,1,1,1.000,1,1,1.000,4,4,1.000,0,0,0,0,0,0,0,0,7,-6,10:09,1.268,1.500,1.000,4.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,263,139
11,Jrue Holiday,2016-11-12,Not With Team,,,,,,,,,,,,,,,,,,,,Not With Team,,,,,,,,,,,,,,
0,Sean Kilpatrick,2016-11-12,31:40,7,16,.438,3,8,.375,2,3,.667,0,9,9,4,1,0,4,2,19,+15,31:40,.548,.531,.500,.188,0.0,20.7,12.4,20.6,1.4,0.0,18.8,28.3,94,95
1,Bojan Bogdanovic,2016-11-12,30:39,2,6,.333,1,4,.250,2,3,.667,0,5,5,2,0,0,2,0,7,+17,30:39,.478,.417,.667,.500,0.0,11.9,7.1,8.5,0.0,0.0,21.5,12.8,85,102
2,Rondae Hollis-Jefferson,2016-11-12,30:01,5,12,.417,0,0,,10,11,.909,0,13,13,4,1,1,3,2,20,+17,30:01,.594,.417,.000,.917,0.0,31.5,18.9,20.0,1.5,2.2,15.1,27.8,112,88
3,Brook Lopez,2016-11-12,27:45,3,11,.273,1,5,.200,4,4,1.000,0,5,5,2,1,5,3,3,11,+17,27:45,.431,.318,.455,.364,0.0,13.1,7.9,9.9,1.6,11.7,19.0,23.9,78,90
4,Trevor Booker,2016-11-12,25:49,7,10,.700,1,1,1.000,4,4,1.000,4,4,8,4,0,1,0,2,19,+17,25:49,.808,.750,.100,.400,16.9,11.3,13.5,27.6,0.0,2.5,0.0,19.1,179,100
5,Justin Hamilton,2016-11-12,25:49,2,2,1.000,1,1,1.000,2,3,.667,0,3,3,0,2,1,1,1,7,-5,25:49,1.054,1.250,.500,1.500,0.0,8.5,5.1,0.0,3.5,2.5,23.1,7.0,146,95
6,Joe Harris,2016-11-12,24:18,6,10,.600,5,8,.625,2,2,1.000,2,0,2,1,0,0,3,4,19,+3,24:18,.873,.850,.800,.200,9.0,0.0,3.6,7.0,0.0,0.0,21.6,24.0,130,107
7,Randy Foye,2016-11-12,16:20,3,9,.333,2,6,.333,0,0,,0,3,3,3,1,0,0,3,8,+3,16:20,.444,.444,.667,.000,0.0,13.4,8.0,28.3,2.7,0.0,0.0,23.2,104,95
8,Luis Scola,2016-11-12,13:32,4,5,.800,2,2,1.000,0,0,,0,5,5,0,0,1,1,1,10,+3,13:32,1.000,1.000,.400,.000,0.0,26.9,16.1,0.0,0.0,4.8,16.7,18.6,139,91
9,Yogi Ferrell,2016-11-12,12:35,1,3,.333,0,2,.000,0,0,,0,1,1,2,0,1,0,1,2,+1,12:35,.333,.333,.667,.000,0.0,5.8,3.5,21.1,0.0,5.2,0.0,10.0,99,101
10,Anthony Bennett,2016-11-12,1:32,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+2,1:32,,,,,0.0,47.4,28.5,0.0,0.0,0.0,,0.0,,85
11,Isaiah Whitehead,2016-11-12,Not With Team,,,,,,,,,,,,,,,,,,,,Not With Team,,,,,,,,,,,,,,
0,T.J. Warren,2016-11-12,33:41,9,17,.529,0,3,.000,0,0,,3,0,3,2,3,1,1,3,18,-12,33:41,.529,.529,.176,.000,6.5,0.0,3.9,10.5,4.0,3.0,5.6,20.0,109,109
1,Devin Booker,2016-11-12,32:01,5,18,.278,0,4,.000,1,1,1.000,1,5,6,3,1,0,0,2,11,-12,32:01,.298,.278,.222,.056,2.3,17.0,8.2,13.8,1.4,0.0,0.0,21.6,76,115
