,Starters,Date,MP_x,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP_y,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
7,Leandro Barbosa,2014-02-11,14:49,2,3,.667,0,0,,1,1,1.000,0,1,1,1,0,0,2,0,5,-15,14:49,.727,.667,.000,.333,0.0,8.3,4.2,11.4,0.0,0.0,36.8,17.7,92,120
8,Marcus Morris,2014-02-11,7:30,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,1,1,0,-8,7:30,.000,.000,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.7,0,121
9,Alex Len,2014-02-11,6:03,0,0,,0,0,,0,0,,0,2,2,0,0,1,0,1,0,-4,6:03,,,,,0.0,40.7,20.6,0.0,0.0,16.2,,0.0,,101
10,Dionte Christmas,2014-02-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Viacheslav Kravtsov,2014-02-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Archie Goodwin,2014-02-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Kevin Durant,2014-02-11,38:03,15,28,.536,1,3,.333,5,5,1.000,2,8,10,2,1,0,8,4,36,+2,38:03,.596,.554,.107,.179,6.5,21.5,14.7,12.0,1.3,0.0,20.9,46.2,100,99
1,Serge Ibaka,2014-02-11,33:35,3,11,.273,1,2,.500,0,0,,4,7,11,0,1,2,2,5,7,+8,33:35,.318,.318,.182,.000,14.7,21.3,18.3,0.0,1.5,4.6,15.4,17.8,75,96
2,Reggie Jackson,2014-02-11,32:39,7,19,.368,1,4,.250,2,2,1.000,0,6,6,5,2,0,1,2,17,-4,32:39,.428,.395,.211,.105,0.0,18.8,10.3,24.7,3.1,0.0,4.8,29.4,100,96
3,Kendrick Perkins,2014-02-11,26:59,1,3,.333,0,0,,0,0,,0,3,3,1,0,0,1,4,2,-12,26:59,.333,.333,.000,.000,0.0,11.4,6.2,4.7,0.0,0.0,25.0,6.8,64,106
4,Thabo Sefolosha,2014-02-11,22:35,0,2,.000,0,0,,2,2,1.000,0,2,2,0,0,0,0,0,2,-3,22:35,.347,.000,.000,1.000,0.0,9.0,4.9,0.0,0.0,0.0,0.0,5.9,85,107
5,Jeremy Lamb,2014-02-11,30:43,8,11,.727,2,2,1.000,1,1,1.000,1,4,5,2,1,0,2,1,19,+6,30:43,.830,.818,.182,.091,4.0,13.3,9.1,11.4,1.7,0.0,14.9,20.1,145,102
6,Nick Collison,2014-02-11,22:53,4,4,1.000,0,0,,1,2,.500,2,2,4,1,0,0,0,3,9,+5,22:53,.922,1.000,.000,.500,10.8,8.9,9.8,6.6,0.0,0.0,0.0,9.8,191,107
7,Derek Fisher,2014-02-11,15:22,2,4,.500,2,3,.667,0,0,,0,1,1,3,3,0,1,1,6,+7,15:22,.750,.750,.750,.000,0.0,6.6,3.6,27.8,9.9,0.0,20.0,15.0,137,87
8,Steven Adams,2014-02-11,12:32,0,1,.000,0,0,,0,0,,1,1,2,0,0,1,1,1,0,+5,12:32,.000,.000,.000,.000,9.8,8.1,8.9,0.0,0.0,6.2,50.0,7.3,32,104
9,Perry Jones,2014-02-11,4:39,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,+1,4:39,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,111
10,Hasheem Thabeet,2014-02-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Andre Roberson,2014-02-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Nicolas Batum,2014-02-11,37:36,5,8,.625,3,5,.600,5,5,1.000,0,1,1,4,0,0,1,3,18,+2,37:36,.882,.813,.625,.625,0.0,3.3,1.5,19.9,0.0,0.0,8.9,12.6,169,112
1,LaMarcus Aldridge,2014-02-11,37:22,5,22,.227,0,0,,2,2,1.000,2,10,12,1,0,1,4,2,12,+4,37:22,.262,.227,.000,.091,5.5,32.9,17.9,5.0,0.0,1.9,14.9,30.3,56,103
2,Damian Lillard,2014-02-11,36:52,5,15,.333,1,7,.143,5,6,.833,0,3,3,7,1,0,1,1,16,+5,36:52,.454,.367,.467,.400,0.0,10.0,4.5,35.8,1.4,0.0,5.4,21.3,108,107
3,Robin Lopez,2014-02-11,35:03,7,9,.778,0,0,,3,4,.750,6,8,14,0,0,2,1,2,17,+6,35:03,.790,.778,.000,.444,17.5,28.1,22.3,0.0,0.0,4.0,8.5,14.1,154,102
4,Wesley Matthews,2014-02-11,32:26,2,10,.200,0,4,.000,7,8,.875,0,3,3,2,2,0,4,1,11,-4,32:26,.407,.200,.400,.800,0.0,11.4,5.2,10.2,3.1,0.0,22.8,22.8,74,103
5,C.J. McCollum,2014-02-11,26:34,5,12,.417,3,6,.500,2,2,1.000,0,1,1,3,2,0,5,0,15,-4,26:34,.582,.542,.500,.167,0.0,4.6,2.1,23.6,3.8,0.0,28.0,28.4,89,103
6,Meyers Leonard,2014-02-11,13:34,2,5,.400,0,1,.000,0,0,,2,1,3,0,1,0,1,3,4,-10,13:34,.400,.400,.200,.000,15.1,9.1,12.3,0.0,3.7,0.0,16.7,18.6,82,102
7,Earl Watson,2014-02-11,11:09,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,2,0,-8,11:09,,,,,0.0,0.0,0.0,0.0,4.6,0.0,,0.0,,103
8,Thomas Robinson,2014-02-11,7:06,1,4,.250,0,0,,0,0,,3,2,5,0,1,0,0,0,2,-3,7:06,.250,.250,.000,.000,43.2,34.7,39.3,0.0,7.1,0.0,0.0,23.7,89,88
9,Joel Freeland,2014-02-11,2:18,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3,2:18,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,113
10,Allen Crabbe,2014-02-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Dorell Wright,2014-02-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Will Barton,2014-02-11,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Kemba Walker,2014-02-12,37:35,6,17,.353,2,4,.500,2,3,.667,0,3,3,3,0,0,2,1,16,-24,37:35,.437,.412,.235,.176,0.0,10.4,4.5,13.5,0.0,0.0,9.8,25.1,88,122
1,Michael Kidd-Gilchrist,2014-02-12,30:22,3,6,.500,0,0,,1,2,.500,2,5,7,1,0,0,1,4,7,-17,30:22,.509,.500,.000,.333,6.6,21.4,13.0,5.1,0.0,0.0,12.7,12.0,104,120
2,Al Jefferson,2014-02-12,28:01,5,13,.385,0,0,,2,3,.667,0,10,10,1,0,0,2,3,12,-21,28:01,.419,.385,.000,.231,0.0,46.3,20.2,6.2,0.0,0.0,12.3,27.0,79,117
3,Gerald Henderson,2014-02-12,27:39,3,11,.273,1,2,.500,0,1,.000,0,0,0,1,0,1,2,2,7,-24,27:39,.306,.318,.182,.091,0.0,0.0,0.0,5.6,0.0,3.5,14.9,22.5,58,120
4,Josh McRoberts,2014-02-12,27:22,5,9,.556,3,7,.429,0,0,,0,2,2,3,0,1,2,1,13,-21,27:22,.722,.722,.778,.000,0.0,9.5,4.1,19.3,0.0,3.6,18.2,18.6,121,118
5,Anthony Tolliver,2014-02-12,26:00,3,9,.333,2,7,.286,0,0,,4,3,7,0,1,0,0,0,8,+7,26:00,.444,.444,.778,.000,15.4,15.0,15.2,0.0,2.1,0.0,0.0,16.0,110,116
6,Ramon Sessions,2014-02-12,22:44,4,7,.571,0,1,.000,1,2,.500,1,2,3,3,1,0,0,0,9,-4,22:44,.571,.571,.143,.286,4.4,11.4,7.5,23.0,2.3,0.0,0.0,16.1,133,116
7,Bismack Biyombo,2014-02-12,19:12,3,3,1.000,0,0,,0,2,.000,2,4,6,0,0,2,1,3,6,+3,19:12,.773,1.000,.000,.667,10.4,27.0,17.6,0.0,0.0,10.2,20.5,11.8,119,110
8,Cody Zeller,2014-02-12,7:07,1,2,.500,0,0,,1,2,.500,2,2,4,2,0,0,0,0,3,+5,7:07,.521,.500,.000,1.000,28.1,36.5,31.7,46.1,0.0,0.0,0.0,18.7,145,118
9,Jannero Pargo,2014-02-12,6:59,2,7,.286,1,4,.250,0,0,,0,1,1,2,1,0,0,1,5,+8,6:59,.357,.357,.571,.000,0.0,18.6,8.1,61.8,7.6,0.0,0.0,46.4,91,103
10,Ben Gordon,2014-02-12,6:59,1,3,.333,1,2,.500,0,0,,0,0,0,1,1,0,0,0,3,+8,6:59,.500,.500,.667,.000,0.0,0.0,0.0,23.6,7.6,0.0,0.0,19.9,117,105
11,Jeff Adrien,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Chris Douglas-Roberts,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Deron Williams,2014-02-12,28:01,4,11,.364,1,5,.200,4,5,.800,0,3,3,7,0,0,0,2,13,+21,28:01,.492,.409,.455,.455,0.0,10.7,6.0,36.2,0.0,0.0,0.0,23.7,122,103
1,Joe Johnson,2014-02-12,27:56,2,8,.250,2,5,.400,2,2,1.000,0,3,3,2,0,0,1,4,8,+18,27:56,.450,.375,.625,.250,0.0,10.7,6.1,9.4,0.0,0.0,10.1,17.8,91,102
2,Paul Pierce,2014-02-12,22:27,9,11,.818,5,5,1.000,2,3,.667,0,4,4,2,2,1,0,2,25,+26,22:27,1.015,1.045,.455,.273,0.0,17.8,10.1,20.6,4.8,3.6,0.0,27.6,190,87
3,Shaun Livingston,2014-02-12,21:11,1,2,.500,0,0,,2,2,1.000,2,3,5,3,0,0,0,1,4,+14,21:11,.694,.500,.000,1.000,12.2,14.2,13.3,18.0,0.0,0.0,0.0,6.8,180,102
4,Kevin Garnett,2014-02-12,14:36,5,9,.556,0,0,,0,0,,0,3,3,1,0,1,1,1,10,+13,14:36,.556,.556,.000,.000,0.0,20.5,11.6,14.0,0.0,5.5,10.0,34.4,97,96
5,Mirza Teletovic,2014-02-12,25:33,5,11,.455,3,8,.375,0,0,,1,7,8,1,0,1,0,3,13,-10,25:33,.591,.591,.727,.000,5.1,27.4,17.7,6.1,0.0,3.1,0.0,21.6,120,95
6,Andray Blatche,2014-02-12,23:51,6,11,.545,0,1,.000,1,1,1.000,0,5,5,0,1,1,1,1,13,+12,23:51,.568,.545,.091,.091,0.0,21.0,11.8,0.0,2.2,3.4,8.0,26.2,99,93
7,Alan Anderson,2014-02-12,22:48,1,4,.250,0,2,.000,0,0,,0,1,1,2,0,0,1,0,2,-2,22:48,.250,.250,.500,.000,0.0,4.4,2.5,11.1,0.0,0.0,20.0,11.0,62,106
8,Jason Terry,2014-02-12,20:04,1,4,.250,1,3,.333,0,0,,0,1,1,3,0,0,2,1,3,-2,20:04,.375,.375,.750,.000,0.0,5.0,2.8,19.1,0.0,0.0,33.3,15.0,73,106
9,Andrei Kirilenko,2014-02-12,18:18,3,5,.600,0,1,.000,0,0,,2,6,8,2,0,0,2,2,6,+2,18:18,.600,.600,.200,.000,14.2,32.8,24.7,16.3,0.0,0.0,28.6,19.2,106,95
10,Mason Plumlee,2014-02-12,9:33,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2,-9,9:33,.500,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,97,107
11,Marquis Teague,2014-02-12,5:42,2,2,1.000,1,1,1.000,1,2,.500,0,1,1,0,0,0,1,0,6,-3,5:42,1.042,1.250,.500,1.000,0.0,17.5,9.9,0.0,0.0,0.0,25.8,34.2,113,102
12,Reggie Evans,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Cory Joseph,2014-02-12,37:08,4,9,.444,1,1,1.000,2,2,1.000,1,3,4,5,3,0,1,3,11,+15,37:08,.557,.500,.111,.222,3.7,9.0,6.6,18.0,4.3,0.0,9.2,14.5,121,99
1,Marco Belinelli,2014-02-12,35:45,6,12,.500,2,4,.500,2,2,1.000,0,11,11,8,0,0,1,1,16,+17,35:45,.621,.583,.333,.167,0.0,34.3,18.9,32.6,0.0,0.0,7.2,19.2,132,102
2,Tim Duncan,2014-02-12,35:15,9,15,.600,0,0,,7,8,.875,1,8,9,2,0,1,3,2,25,+18,35:15,.675,.600,.000,.533,3.9,25.3,15.7,9.5,0.0,2.2,13.9,30.2,120,102
3,Boris Diaw,2014-02-12,31:32,8,12,.667,1,2,.500,1,1,1.000,1,2,3,4,0,0,2,0,18,+18,31:32,.723,.708,.167,.083,4.3,7.1,5.9,21.1,0.0,0.0,13.9,22.6,129,109
4,Danny Green,2014-02-12,30:49,3,7,.429,1,2,.500,0,0,,1,4,5,5,1,1,0,5,7,+16,30:49,.500,.500,.286,.000,4.5,14.5,10.0,21.4,1.7,2.5,0.0,11.2,129,101
5,Patrick Mills,2014-02-12,19:32,6,13,.462,3,8,.375,1,1,1.000,1,1,2,0,2,0,1,2,16,-1,19:32,.595,.577,.615,.077,7.0,5.7,6.3,0.0,5.5,0.0,6.9,36.5,107,97
6,Matt Bonner,2014-02-12,18:39,3,7,.429,1,2,.500,0,0,,0,4,4,0,2,0,1,2,7,-5,18:39,.500,.500,.286,.000,0.0,23.9,13.2,0.0,5.7,0.0,12.5,21.2,83,92
7,Shannon Brown,2014-02-12,11:32,1,3,.333,0,0,,0,0,,0,0,0,0,1,0,0,2,2,+4,11:32,.333,.333,.000,.000,0.0,0.0,0.0,0.0,4.6,0.0,0.0,12.9,68,100
8,Jeff Ayres,2014-02-12,10:34,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,1,0,-7,10:34,.000,.000,.000,.000,13.0,0.0,5.8,0.0,0.0,0.0,0.0,4.7,73,110
9,Nando De Colo,2014-02-12,9:14,1,3,.333,0,0,,0,0,,0,1,1,0,0,0,0,1,2,-15,9:14,.333,.333,.000,.000,0.0,12.1,6.7,0.0,0.0,0.0,0.0,16.1,68,107
10,Aron Baynes,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Tony Parker,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Tiago Splitter,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Jeff Green,2014-02-12,34:36,4,17,.235,1,4,.250,1,2,.500,1,1,2,3,1,0,4,1,10,-12,34:36,.280,.265,.235,.118,3.2,4.0,3.6,13.2,1.5,0.0,18.3,29.9,57,118
1,Rajon Rondo,2014-02-12,31:09,6,7,.857,4,5,.800,0,0,,0,2,2,4,2,0,1,0,16,-20,31:09,1.143,1.143,.714,.000,0.0,8.8,4.0,22.2,3.4,0.0,12.5,12.1,182,113
2,Gerald Wallace,2014-02-12,28:47,3,9,.333,0,1,.000,0,0,,0,1,1,1,1,0,0,1,6,-18,28:47,.333,.333,.111,.000,0.0,4.8,2.1,5.2,1.9,0.0,0.0,14.8,74,117
3,Brandon Bass,2014-02-12,21:06,5,8,.625,0,0,,2,2,1.000,2,3,5,1,0,0,1,4,12,-8,21:06,.676,.625,.000,.250,10.6,19.5,14.6,8.9,0.0,0.0,10.1,22.1,127,119
4,Jared Sullinger,2014-02-12,18:31,2,9,.222,0,2,.000,0,0,,5,2,7,0,0,0,2,1,4,-21,18:31,.222,.222,.222,.000,30.1,14.8,23.3,0.0,0.0,0.0,18.2,28.1,63,120
5,Kelly Olynyk,2014-02-12,30:54,6,11,.545,0,3,.000,3,5,.600,1,9,10,2,0,1,1,2,15,0,30:54,.568,.545,.273,.455,3.6,39.9,19.9,11.2,0.0,2.5,7.0,21.7,112,113
6,Jerryd Bayless,2014-02-12,25:05,5,7,.714,0,0,,1,2,.500,0,5,5,9,1,0,1,2,11,+3,25:05,.698,.714,.000,.286,0.0,27.3,12.3,62.8,2.1,0.0,11.3,16.7,143,113
7,Kris Humphries,2014-02-12,22:35,5,9,.556,0,0,,5,6,.833,0,6,6,2,0,1,1,3,15,+6,22:35,.644,.556,.000,.667,0.0,36.4,16.3,16.1,0.0,3.4,7.9,26.5,125,113
8,Chris Johnson,2014-02-12,13:49,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,+4,13:49,.000,.000,1.000,.000,0.0,0.0,0.0,9.4,0.0,0.0,0.0,3.4,50,122
9,Phil Pressey,2014-02-12,10:34,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,3,1,3,+7,10:34,1.500,1.500,1.000,.000,0.0,0.0,0.0,14.0,0.0,0.0,75.0,17.9,53,122
10,Joel Anthony,2014-02-12,2:54,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1,2:54,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0,122
11,Avery Bradley,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Luol Deng,2014-02-12,35:52,0,9,.000,0,3,.000,4,6,.667,2,5,7,1,1,0,2,1,4,+6,35:52,.172,.000,.333,.667,5.2,14.2,9.6,3.9,1.4,0.0,14.7,17.0,46,98
1,Kyrie Irving,2014-02-12,35:30,6,16,.375,2,3,.667,9,9,1.000,2,3,5,4,3,0,2,2,23,+4,35:30,.576,.438,.188,.563,5.3,8.6,6.9,20.9,4.4,0.0,9.1,27.7,120,94
2,Tristan Thompson,2014-02-12,34:07,12,16,.750,0,0,,1,3,.333,6,9,15,1,0,0,0,3,25,+3,34:07,.722,.750,.000,.188,16.6,26.9,21.5,8.2,0.0,0.0,0.0,22.7,151,95
3,Jarrett Jack,2014-02-12,27:55,3,7,.429,1,2,.500,2,3,.667,0,2,2,8,2,0,1,2,9,+9,27:55,.541,.500,.286,.429,0.0,7.3,3.5,47.7,3.7,0.0,10.7,14.9,122,96
4,Tyler Zeller,2014-02-12,21:42,4,6,.667,0,0,,0,0,,0,3,3,1,0,1,0,6,8,+5,21:42,.667,.667,.000,.000,0.0,14.1,6.8,8.8,0.0,3.7,0.0,12.4,138,98
5,Dion Waiters,2014-02-12,20:02,4,8,.500,1,3,.333,0,4,.000,0,3,3,0,0,0,1,1,9,-5,20:02,.461,.563,.375,.500,0.0,15.3,7.3,0.0,0.0,0.0,9.3,24.0,79,100
6,Anthony Bennett,2014-02-12,14:35,1,4,.250,0,1,.000,0,0,,0,2,2,0,1,0,1,2,2,-2,14:35,.250,.250,.250,.000,0.0,14.0,6.7,0.0,3.6,0.0,20.0,15.4,42,93
7,Henry Sims,2014-02-12,13:47,0,3,.000,0,0,,0,0,,1,4,5,0,2,0,1,1,0,0,13:47,.000,.000,.000,.000,6.8,29.6,17.8,0.0,7.5,0.0,25.0,13.0,17,78
8,Matthew Dellavedova,2014-02-12,12:34,0,2,.000,0,0,,3,3,1.000,0,0,0,2,0,0,1,2,3,+2,12:34,.452,.000,.000,1.500,0.0,0.0,0.0,22.5,0.0,0.0,23.1,15.4,92,106
9,Earl Clark,2014-02-12,11:47,2,5,.400,0,1,.000,1,2,.500,1,1,2,0,0,1,1,1,5,-2,11:47,.425,.400,.200,.400,8.0,8.7,8.3,0.0,0.0,6.8,14.5,26.1,81,99
10,C.J. Miles,2014-02-12,8:50,2,6,.333,1,2,.500,0,0,,0,0,0,0,0,0,0,0,5,0,8:50,.417,.417,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,87,107
11,Alonzo Gee,2014-02-12,3:19,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0,3:19,.000,.000,.000,.000,28.4,0.0,14.8,0.0,0.0,0.0,0.0,27.0,34,107
12,Sergey Karasev,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Kyle Singler,2014-02-12,40:36,2,9,.222,0,4,.000,8,8,1.000,1,6,7,1,0,0,0,4,12,-3,40:36,.479,.222,.444,.889,2.5,13.9,8.4,3.9,0.0,0.0,0.0,13.3,121,104
1,Josh Smith,2014-02-12,39:31,7,15,.467,1,3,.333,3,6,.500,1,9,10,3,0,4,2,4,18,-7,39:31,.510,.500,.200,.400,2.6,21.4,12.4,14.9,0.0,7.0,10.2,21.5,102,96
2,Brandon Jennings,2014-02-12,35:32,3,14,.214,3,11,.273,0,2,.000,1,3,4,5,0,0,2,0,9,-3,35:32,.302,.321,.786,.143,2.9,7.9,5.5,23.3,0.0,0.0,11.8,20.6,73,107
3,Andre Drummond,2014-02-12,35:14,7,13,.538,0,1,.000,2,3,.667,10,7,17,1,2,0,2,5,16,+4,35:14,.559,.538,.077,.231,29.0,18.7,23.6,5.8,2.9,0.0,12.3,20.1,118,96
4,Greg Monroe,2014-02-12,35:08,7,13,.538,0,0,,2,4,.500,2,7,9,5,1,1,3,3,16,-3,35:08,.542,.538,.000,.308,5.8,18.8,12.5,29.1,1.5,2.0,16.9,21.9,103,98
5,Will Bynum,2014-02-12,20:08,5,10,.500,0,2,.000,2,2,1.000,0,2,2,4,1,0,2,4,12,-3,20:08,.551,.500,.200,.200,0.0,9.3,4.9,45.2,2.6,0.0,15.5,27.7,106,100
6,Jonas Jerebko,2014-02-12,12:31,1,1,1.000,0,0,,0,0,,0,2,2,1,0,0,0,0,2,+2,12:31,1.000,1.000,.000,.000,0.0,15.0,7.8,13.1,0.0,0.0,0.0,3.5,203,104
7,Rodney Stuckey,2014-02-12,12:00,1,5,.200,0,1,.000,2,2,1.000,0,1,1,0,1,0,3,2,4,-7,12:00,.340,.200,.200,.400,0.0,7.8,4.1,0.0,4.3,0.0,33.8,32.0,49,97
8,Kentavious Caldwell-Pope,2014-02-12,9:20,0,3,.000,0,1,.000,0,0,,0,1,1,1,0,0,2,2,0,0,9:20,.000,.000,.333,.000,0.0,10.1,5.2,15.6,0.0,0.0,40.0,23.2,10,105
9,Charlie Villanueva,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
10,Luigi Datome,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Chauncey Billups,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,LeBron James,2014-02-12,42:16,14,26,.538,4,8,.500,4,7,.571,1,12,13,9,2,0,2,1,36,-2,42:16,.619,.615,.308,.269,3.2,32.4,18.9,39.2,2.4,0.0,6.4,34.9,124,112
1,Chris Bosh,2014-02-12,37:21,8,14,.571,0,1,.000,3,3,1.000,1,4,5,2,0,2,4,2,19,+6,37:21,.620,.571,.071,.214,3.6,12.2,8.2,8.1,0.0,3.8,20.7,24.6,100,120
2,Mario Chalmers,2014-02-12,33:30,3,7,.429,2,3,.667,4,4,1.000,1,0,1,7,2,0,3,4,12,+3,33:30,.685,.571,.429,.571,4.0,0.0,1.8,26.6,3.0,0.0,25.5,16.7,123,119
3,Shane Battier,2014-02-12,16:52,1,3,.333,0,1,.000,0,0,,0,2,2,1,0,1,0,1,2,+1,16:52,.333,.333,.333,.000,0.0,13.6,7.3,7.3,0.0,4.2,0.0,8.5,82,119
4,Toney Douglas,2014-02-12,10:52,0,1,.000,0,1,.000,1,2,.500,0,3,3,1,1,0,0,2,1,+5,10:52,.266,.000,1.000,2.000,0.0,31.6,17.0,10.5,4.6,0.0,0.0,8.2,83,107
5,Ray Allen,2014-02-12,31:05,3,7,.429,3,5,.600,0,0,,0,3,3,3,2,0,0,2,9,-8,31:05,.643,.643,.714,.000,0.0,11.0,5.9,12.4,3.2,0.0,0.0,10.7,133,116
6,Norris Cole,2014-02-12,25:08,3,6,.500,1,2,.500,3,3,1.000,0,1,1,2,1,0,1,1,10,-3,25:08,.683,.583,.333,.500,0.0,4.5,2.4,10.5,2.0,0.0,12.0,15.7,126,121
7,Michael Beasley,2014-02-12,24:11,7,11,.636,0,1,.000,2,2,1.000,0,2,2,0,2,0,1,4,16,+10,24:11,.673,.636,.091,.182,0.0,9.5,5.1,0.0,4.2,0.0,7.8,25.3,116,114
8,Chris Andersen,2014-02-12,15:26,3,3,1.000,0,0,,0,2,.000,1,3,4,0,1,2,0,1,6,-4,15:26,.773,1.000,.000,.667,8.6,22.2,15.9,0.0,3.3,9.3,0.0,11.9,151,105
9,Greg Oden,2014-02-12,3:19,0,0,,0,0,,0,2,.000,0,1,1,0,0,0,1,2,0,-3,3:19,.000,,,,0.0,34.5,18.6,0.0,0.0,0.0,53.2,26.9,0,116
10,Udonis Haslem,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,Rashard Lewis,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
12,Dwyane Wade,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
0,Andre Iguodala,2014-02-12,39:32,4,7,.571,1,2,.500,0,0,,1,5,6,5,2,0,2,4,9,+6,39:32,.643,.643,.286,.000,2.9,16.9,9.3,17.3,2.6,0.0,22.2,10.2,119,117
1,Stephen Curry,2014-02-12,39:13,8,14,.571,4,4,1.000,9,9,1.000,1,4,5,7,1,0,5,3,29,+4,39:13,.807,.714,.286,.643,2.9,13.6,7.8,28.4,1.3,0.0,21.8,26.2,135,120
2,Klay Thompson,2014-02-12,35:28,7,15,.467,2,4,.500,1,2,.500,0,3,3,1,2,1,1,2,17,+2,35:28,.535,.533,.267,.133,0.0,11.3,5.2,4.4,2.8,2.4,5.9,21.3,105,115
3,David Lee,2014-02-12,32:50,8,15,.533,0,0,,5,8,.625,5,6,11,2,2,0,3,3,21,+8,32:50,.567,.533,.000,.533,17.4,24.4,20.6,10.3,3.1,0.0,13.9,29.3,113,115
4,Draymond Green,2014-02-12,31:27,3,7,.429,0,1,.000,2,2,1.000,2,6,8,2,2,3,2,0,8,-13,31:27,.508,.429,.143,.286,7.3,25.4,15.7,8.6,3.2,8.2,20.2,14.0,101,107
5,Harrison Barnes,2014-02-12,30:00,5,11,.455,2,3,.667,2,2,1.000,2,3,5,1,1,0,0,4,14,+3,30:00,.589,.545,.273,.182,7.6,13.3,10.3,5.0,1.7,0.0,0.0,17.7,133,119
6,Jordan Crawford,2014-02-12,18:28,4,9,.444,0,2,.000,1,1,1.000,0,1,1,2,0,0,0,1,9,-9,18:28,.477,.444,.222,.111,0.0,7.2,3.3,17.6,0.0,0.0,0.0,22.8,111,124
7,Marreese Speights,2014-02-12,13:02,1,5,.200,0,0,,1,2,.500,0,4,4,2,0,0,0,1,3,-6,13:02,.255,.200,.000,.400,0.0,40.9,18.9,20.3,0.0,0.0,0.0,20.2,76,121
8,Ognjen Kuzmic,2014-02-12,0:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0:00,,,,,,,,,,,,,,
9,Nemanja Nedovic,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
10,Kent Bazemore,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
11,MarShon Brooks,2014-02-12,Did Not Play,,,,,,,,,,,,,,,,,,,,Did Not Play,,,,,,,,,,,,,,
