,Team Name,Date,MP_x,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP_y,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
13,Memphis Grizzlies,2016-11-25,240,29,82,.354,4,19,.211,19,23,.826,16,35,51,14,3,14,17,16,81,,240,.440,.378,.232,.280,32.0,77.8,53.7,48.3,3.4,25.9,15.6,100.0,91.1,101.2
12,Toronto Raptors,2016-11-25,240,38,80,.475,14,31,.452,15,19,.789,9,27,36,18,3,5,9,17,105,,240,.594,.563,.388,.238,22.5,79.4,48.6,47.4,3.5,10.0,9.2,100.0,121.6,114.7
13,Milwaukee Bucks,2016-11-25,240,40,79,.506,12,29,.414,7,12,.583,7,31,38,26,4,2,11,19,99,,240,.587,.582,.367,.152,20.6,77.5,51.4,65.0,4.6,4.1,11.5,100.0,114.7,121.6
13,Charlotte Hornets,2016-11-25,265,43,93,.462,8,29,.276,17,27,.630,10,36,46,25,6,4,13,14,111,,265,.529,.505,.312,.290,19.2,73.5,45.5,58.1,5.7,5.8,11.0,100.0,105.7,107.6
13,New York Knicks,2016-11-25,265,45,97,.464,11,28,.393,12,13,.923,13,42,55,26,9,8,16,21,113,,265,.550,.521,.289,.134,26.5,80.8,54.5,57.8,8.6,12.5,13.5,100.0,107.6,105.7
13,Washington Wizards,2016-11-25,240,40,88,.455,6,29,.207,8,10,.800,7,30,37,26,10,4,11,17,94,,240,.509,.489,.330,.114,16.7,68.2,43.0,65.0,10.7,7.0,10.6,100.0,101.0,97.8
13,Orlando Magic,2016-11-25,240,35,80,.438,7,23,.304,14,20,.700,14,35,49,18,5,7,19,16,91,,240,.512,.481,.288,.250,31.8,83.3,57.0,51.4,5.4,11.9,17.6,100.0,97.8,101.0
13,Chicago Bulls,2016-11-25,240,40,90,.444,6,21,.286,19,26,.731,11,40,51,24,10,5,12,17,105,,240,.518,.478,.233,.289,21.6,83.3,51.5,60.0,10.1,8.9,10.6,100.0,105.9,89.8
13,Philadelphia 76ers,2016-11-25,240,31,78,.397,9,22,.409,18,22,.818,8,40,48,18,7,8,19,21,89,,240,.508,.455,.282,.282,16.7,78.4,48.5,58.1,7.1,11.6,17.8,100.0,89.8,105.9
13,Minnesota Timberwolves,2016-11-25,240,34,85,.400,7,22,.318,23,25,.920,11,28,39,16,15,8,17,27,98,,240,.510,.441,.259,.294,23.4,70.0,44.8,47.1,15.3,15.1,15.0,100.0,99.7,86.5
13,Phoenix Suns,2016-11-25,240,32,79,.405,6,26,.231,15,21,.714,12,36,48,17,11,6,25,26,85,,240,.482,.443,.329,.266,30.0,76.6,55.2,53.1,11.2,9.5,22.1,100.0,86.5,99.7
12,New Orleans Pelicans,2016-11-25,240,36,76,.474,13,23,.565,19,29,.655,2,32,34,20,3,8,14,14,104,,240,.586,.559,.303,.382,4.8,72.7,39.5,55.6,3.0,11.8,13.6,100.0,103.0,117.9
13,Portland Trail Blazers,2016-11-25,240,47,100,.470,12,32,.375,13,17,.765,12,40,52,30,7,5,11,20,119,,240,.554,.530,.320,.170,27.3,95.2,60.5,63.8,6.9,9.4,9.3,100.0,117.9,103.0
13,Houston Rockets,2016-11-25,240,40,85,.471,21,50,.420,16,20,.800,8,34,42,27,8,2,14,19,117,,240,.624,.594,.588,.235,19.5,89.5,53.2,67.5,8.2,4.2,13.0,100.0,119.8,106.5
13,Sacramento Kings,2016-11-25,240,39,80,.488,9,32,.281,17,21,.810,4,33,37,24,7,6,14,18,104,,240,.583,.544,.400,.263,10.5,80.5,46.8,61.5,7.2,17.1,13.6,100.0,106.5,119.8
13,Atlanta Hawks,2016-11-25,240,26,83,.313,8,25,.320,8,12,.667,6,34,40,11,8,4,14,16,68,,240,.385,.361,.301,.145,11.5,79.1,42.1,42.3,8.5,8.7,13.7,100.0,72.4,101.1
13,Utah Jazz,2016-11-25,240,35,80,.438,10,34,.294,15,18,.833,9,46,55,17,9,9,16,16,95,,240,.540,.500,.425,.225,20.9,88.5,57.9,48.6,9.6,15.5,15.4,100.0,101.1,72.4
13,New York Knicks,2016-11-26,240,37,98,.378,12,32,.375,16,20,.800,10,36,46,26,9,6,8,27,102,,240,.478,.439,.327,.204,19.2,78.3,46.9,70.3,9.1,10.3,7.0,100.0,103.1,108.2
13,Charlotte Hornets,2016-11-26,240,35,80,.438,8,22,.364,29,42,.690,10,42,52,16,3,9,10,14,107,,240,.543,.488,.275,.525,21.7,80.8,53.1,45.7,3.0,13.6,9.2,100.0,108.2,103.1
13,Minnesota Timberwolves,2016-11-26,240,41,89,.461,10,35,.286,10,12,.833,8,24,32,22,8,3,13,15,102,,240,.541,.517,.393,.135,19.5,66.7,41.6,53.7,8.4,5.1,12.1,100.0,107.5,121.2
13,Golden State Warriors,2016-11-26,240,45,81,.556,11,22,.500,14,17,.824,12,33,45,25,9,8,18,14,115,,240,.650,.623,.272,.210,33.3,80.5,58.4,55.6,9.5,14.8,16.9,100.0,121.2,107.5
13,Memphis Grizzlies,2016-11-26,240,37,73,.507,9,25,.360,27,33,.818,2,32,34,23,5,5,6,19,110,,240,.628,.568,.342,.452,6.1,80.0,46.6,62.2,5.5,10.0,6.4,100.0,121.8,118.4
13,Miami Heat,2016-11-26,240,40,81,.494,11,31,.355,16,24,.667,8,31,39,18,3,6,9,21,107,,240,.584,.562,.383,.296,20.0,93.9,53.4,45.0,3.3,12.5,8.9,100.0,118.4,121.8
13,Detroit Pistons,2016-11-26,240,37,82,.451,1,19,.053,13,17,.765,6,26,32,11,7,1,8,20,88,,240,.492,.457,.232,.207,15.4,72.2,42.7,29.7,7.8,1.7,8.2,100.0,97.4,117.4
13,Oklahoma City Thunder,2016-11-26,240,42,83,.506,8,23,.348,14,26,.538,10,33,43,23,4,3,10,16,106,,240,.561,.554,.277,.313,27.8,84.6,57.3,54.8,4.4,4.8,9.6,100.0,117.4,97.4
13,San Antonio Spurs,2016-11-26,240,40,75,.533,9,24,.375,23,29,.793,6,32,38,22,7,5,14,17,112,,240,.638,.593,.320,.387,17.6,74.4,49.4,55.0,7.5,7.7,13.8,100.0,120.3,107.4
13,Washington Wizards,2016-11-26,240,42,87,.483,6,22,.273,10,14,.714,11,28,39,21,11,1,12,26,100,,240,.537,.517,.253,.161,25.6,82.4,50.6,50.0,11.8,2.0,11.4,100.0,107.4,120.3
12,Sacramento Kings,2016-11-27,240,46,86,.535,13,23,.565,17,22,.773,9,36,45,24,11,3,13,12,122,,240,.638,.610,.267,.256,21.4,80.0,51.7,52.2,11.2,6.3,12.0,100.0,124.7,107.3
13,Brooklyn Nets,2016-11-27,240,38,87,.437,16,39,.410,13,14,.929,9,33,42,19,7,1,15,21,105,,240,.564,.529,.448,.161,20.0,78.6,48.3,50.0,7.2,1.6,13.9,100.0,107.3,124.7
13,New Orleans Pelicans,2016-11-27,240,30,77,.390,5,20,.250,16,18,.889,10,32,42,17,8,3,13,19,81,,240,.477,.422,.260,.234,22.2,74.4,47.7,56.7,9.4,6.0,13.3,100.0,94.9,106.6
13,Dallas Mavericks,2016-11-27,240,32,77,.416,10,27,.370,17,20,.850,11,35,46,19,7,3,12,18,91,,240,.530,.481,.351,.260,25.6,77.8,52.3,59.4,8.2,5.3,12.3,100.0,106.6,94.9
13,Los Angeles Clippers,2016-11-27,240,22,70,.314,4,24,.167,22,27,.815,6,34,40,11,9,4,20,13,70,,240,.427,.343,.343,.386,13.3,72.3,43.5,50.0,9.7,5.5,19.6,100.0,75.1,97.7
13,Indiana Pacers,2016-11-27,240,40,92,.435,5,19,.263,6,7,.857,13,39,52,26,8,4,13,21,91,,240,.479,.462,.207,.076,27.7,86.7,56.5,65.0,8.6,8.7,12.0,100.0,97.7,75.1
13,Atlanta Hawks,2016-11-27,240,39,88,.443,12,35,.343,4,10,.400,7,31,38,25,5,6,12,19,94,,240,.509,.511,.398,.114,15.6,67.4,41.8,64.1,5.3,8.0,11.5,100.0,99.3,115.1
13,Los Angeles Lakers,2016-11-27,240,42,95,.442,8,20,.400,17,20,.850,15,38,53,20,7,2,9,15,109,,240,.525,.484,.211,.211,32.6,84.4,58.2,47.6,7.4,3.8,8.0,100.0,115.1,99.3
13,Milwaukee Bucks,2016-11-27,240,41,86,.477,8,24,.333,14,20,.700,10,43,53,24,6,6,11,16,104,,240,.549,.523,.279,.233,21.7,81.1,53.5,58.5,6.3,9.4,10.4,100.0,109.8,101.4
13,Orlando Magic,2016-11-27,240,38,92,.413,7,28,.250,13,17,.765,10,36,46,24,6,5,7,17,96,,240,.483,.451,.304,.185,18.9,78.3,46.5,63.2,6.3,8.1,6.6,100.0,101.4,109.8
13,Cleveland Cavaliers,2016-11-27,240,38,92,.413,12,40,.300,24,28,.857,14,32,46,19,5,3,9,14,112,,240,.537,.478,.435,.304,27.5,71.1,47.9,50.0,5.2,5.2,7.9,100.0,115.9,111.8
13,Philadelphia 76ers,2016-11-27,240,43,92,.467,15,34,.441,7,10,.700,13,37,50,29,5,5,16,24,108,,240,.560,.549,.370,.109,28.9,72.5,52.1,67.4,5.2,9.6,14.2,100.0,111.8,115.9
13,Denver Nuggets,2016-11-27,240,39,89,.438,13,29,.448,29,32,.906,10,39,49,21,5,1,12,25,120,,240,.582,.511,.326,.360,21.3,81.3,51.6,53.8,4.9,1.6,10.4,100.0,116.4,110.6
13,Phoenix Suns,2016-11-27,240,36,89,.404,11,25,.440,31,36,.861,9,37,46,11,5,7,11,24,114,,240,.544,.466,.281,.404,18.8,78.7,48.4,30.6,4.9,11.7,9.5,100.0,110.6,116.4
13,Houston Rockets,2016-11-27,240,46,82,.561,17,36,.472,21,28,.750,7,29,36,26,7,8,11,23,130,,240,.689,.665,.439,.341,20.6,78.4,50.7,56.5,7.2,16.0,10.4,100.0,133.4,117.0
13,Portland Trail Blazers,2016-11-27,240,40,83,.482,12,33,.364,22,29,.759,8,27,35,24,7,2,14,24,114,,240,.595,.554,.398,.349,21.6,79.4,49.3,60.0,7.2,4.3,12.8,100.0,117.0,133.4
13,Atlanta Hawks,2016-11-28,240,36,86,.419,7,29,.241,21,30,.700,14,37,51,20,11,4,18,22,100,,240,.504,.459,.337,.349,29.2,84.1,55.4,55.6,11.0,8.0,15.4,100.0,99.6,104.6
13,Golden State Warriors,2016-11-28,240,37,85,.435,12,35,.343,19,24,.792,7,34,41,25,6,10,14,20,105,,240,.549,.506,.412,.282,15.9,70.8,44.6,67.6,6.0,17.5,12.8,100.0,104.6,99.6
13,Charlotte Hornets,2016-11-28,240,36,82,.439,9,26,.346,23,31,.742,9,38,47,24,3,4,13,14,104,,240,.544,.494,.317,.378,20.9,82.6,52.8,66.7,3.1,6.7,12.0,100.0,107.5,87.9
13,Memphis Grizzlies,2016-11-28,240,36,89,.404,7,29,.241,6,13,.462,8,34,42,21,10,4,12,25,85,,240,.449,.444,.326,.146,17.4,79.1,47.2,58.3,10.3,7.1,11.2,100.0,87.9,107.5
13,Boston Celtics,2016-11-28,240,40,83,.482,11,27,.407,21,26,.808,6,34,40,26,4,3,9,27,112,,240,.593,.548,.325,.313,15.0,82.9,49.4,65.0,4.1,6.0,8.7,100.0,115.7,107.4
13,Miami Heat,2016-11-28,240,38,80,.475,6,30,.200,22,32,.688,7,34,41,24,6,2,13,25,104,,240,.553,.513,.375,.400,17.1,85.0,50.6,63.2,6.2,3.6,12.1,100.0,107.4,115.7
13,Utah Jazz,2016-11-28,240,40,79,.506,4,18,.222,28,34,.824,12,30,42,19,9,3,12,21,112,,240,.596,.532,.228,.430,29.3,75.0,51.9,47.5,9.7,4.8,11.3,100.0,120.9,111.1
13,Minnesota Timberwolves,2016-11-28,240,36,81,.444,7,19,.368,24,25,.960,10,29,39,26,8,2,14,23,103,,240,.560,.488,.235,.309,25.0,70.7,48.1,72.2,8.6,3.3,13.2,100.0,111.1,120.9
13,Oklahoma City Thunder,2016-11-28,240,46,92,.500,8,22,.364,12,18,.667,17,36,53,25,4,7,14,22,112,,240,.560,.543,.239,.196,37.8,75.0,57.0,54.3,4.3,9.7,12.3,100.0,119.7,110.1
13,New York Knicks,2016-11-28,240,36,91,.396,6,19,.316,25,28,.893,12,28,40,20,9,11,5,16,103,,240,.498,.429,.209,.308,25.0,62.2,43.0,55.6,9.6,15.7,4.6,100.0,110.1,119.7
13,Philadelphia 76ers,2016-11-28,240,36,86,.419,14,34,.412,9,13,.692,12,26,38,27,9,4,14,21,95,,240,.518,.500,.395,.151,26.1,76.5,47.5,75.0,9.8,6.9,13.2,100.0,103.4,132.7
13,Toronto Raptors,2016-11-28,240,42,77,.545,13,19,.684,25,31,.806,8,34,42,22,11,8,12,14,122,,240,.673,.630,.247,.403,23.5,73.9,52.5,52.4,12.0,15.4,11.7,100.0,132.7,103.4
12,Sacramento Kings,2016-11-28,265,38,93,.409,3,21,.143,16,26,.615,13,31,44,20,15,4,20,24,95,,265,.455,.425,.226,.280,25.5,73.8,47.3,52.6,14.1,6.7,16.1,100.0,89.3,94.9
13,Washington Wizards,2016-11-28,265,35,85,.412,10,25,.400,21,26,.808,11,38,49,22,11,7,23,23,101,,265,.524,.471,.294,.306,26.2,74.5,52.7,62.9,10.3,9.7,19.3,100.0,94.9,89.3
13,Los Angeles Clippers,2016-11-29,290,46,109,.422,13,40,.325,17,22,.773,11,46,57,21,10,3,15,29,122,,290,.514,.482,.367,.202,19.3,86.8,51.8,45.7,8.2,4.5,11.2,100.0,100.5,104.6
13,Brooklyn Nets,2016-11-29,290,45,104,.433,13,38,.342,24,36,.667,7,46,53,22,10,3,13,23,127,,290,.530,.495,.365,.346,13.2,80.7,48.2,48.9,8.2,4.3,9.8,100.0,104.6,100.5
13,Detroit Pistons,2016-11-29,240,45,92,.489,12,28,.429,10,11,.909,9,35,44,21,7,4,11,19,112,,240,.578,.554,.304,.120,20.5,87.5,52.4,46.7,7.4,7.8,10.2,100.0,117.8,93.6
13,Charlotte Hornets,2016-11-29,240,31,78,.397,9,27,.333,18,21,.857,5,35,40,21,7,5,13,16,89,,240,.510,.455,.346,.269,12.5,79.5,47.6,67.7,7.4,7.8,13.0,100.0,93.6,117.8
13,Cleveland Cavaliers,2016-11-29,240,32,75,.427,14,39,.359,23,31,.742,7,28,35,17,7,6,19,19,101,,240,.570,.520,.520,.413,17.5,73.7,44.9,53.1,7.0,9.0,17.7,100.0,101.4,118.4
13,Milwaukee Bucks,2016-11-29,240,46,86,.535,7,19,.368,19,23,.826,10,33,43,27,15,6,17,22,118,,240,.614,.576,.221,.267,26.3,82.5,55.1,58.7,15.1,16.7,15.0,100.0,118.4,101.4
13,Los Angeles Lakers,2016-11-29,240,37,87,.425,5,30,.167,9,18,.500,9,38,47,26,8,5,12,17,88,,240,.464,.454,.345,.207,18.0,74.5,46.5,70.3,8.5,8.8,11.2,100.0,93.2,111.2
13,New Orleans Pelicans,2016-11-29,240,38,88,.432,8,31,.258,21,25,.840,13,41,54,24,10,3,8,17,105,,240,.530,.477,.352,.284,25.5,82.0,53.5,63.2,10.6,5.3,7.5,100.0,111.2,93.2
13,Orlando Magic,2016-11-29,240,39,86,.453,6,15,.400,11,12,.917,9,31,40,25,12,4,13,21,95,,240,.520,.488,.174,.140,20.5,75.6,47.1,64.1,12.9,7.1,12.5,100.0,102.5,89.5
13,San Antonio Spurs,2016-11-29,240,28,76,.368,5,20,.250,22,26,.846,10,35,45,19,9,4,18,17,83,,240,.475,.401,.263,.342,24.4,79.5,52.9,67.9,9.7,5.6,17.1,100.0,89.5,102.5
13,Houston Rockets,2016-11-29,240,37,91,.407,11,30,.367,16,22,.727,15,23,38,14,5,6,7,20,101,,240,.502,.467,.330,.242,30.0,82.1,48.7,37.8,5.7,13.0,6.5,100.0,114.8,136.4
13,Utah Jazz,2016-11-29,240,41,74,.554,15,28,.536,23,27,.852,5,35,40,23,4,5,8,20,120,,240,.699,.655,.378,.365,17.9,70.0,51.3,56.1,4.5,8.2,8.5,100.0,136.4,114.8
12,Detroit Pistons,2016-11-30,240,48,87,.552,9,20,.450,16,21,.762,13,39,52,28,4,8,11,19,121,,240,.629,.603,.230,.241,35.1,81.3,61.2,58.3,4.3,16.3,10.3,100.0,130.5,122.9
13,Boston Celtics,2016-11-30,240,40,91,.440,15,42,.357,19,20,.950,9,24,33,26,6,3,5,17,114,,240,.571,.522,.462,.220,18.8,64.9,38.8,65.0,6.5,4.5,4.8,100.0,122.9,130.5
13,Los Angeles Lakers,2016-11-30,240,33,81,.407,2,8,.250,28,41,.683,18,42,60,17,12,3,23,24,96,,240,.485,.420,.099,.506,36.0,75.0,56.6,51.5,11.8,4.3,18.8,100.0,94.7,88.8
13,Chicago Bulls,2016-11-30,240,32,91,.352,4,21,.190,22,29,.759,14,32,46,22,15,11,14,26,90,,240,.434,.374,.231,.319,25.0,64.0,43.4,68.8,14.8,15.1,11.9,100.0,88.8,94.7
13,San Antonio Spurs,2016-11-30,240,33,71,.465,11,19,.579,17,24,.708,7,35,42,16,7,6,11,11,94,,240,.576,.542,.268,.338,19.4,81.4,53.2,48.5,8.3,12.8,11.9,100.0,111.5,103.2
13,Dallas Mavericks,2016-11-30,240,33,77,.429,10,30,.333,11,14,.786,8,29,37,16,5,3,11,18,87,,240,.523,.494,.390,.182,18.6,80.6,46.8,48.5,5.9,5.8,11.7,100.0,103.2,111.5
13,Miami Heat,2016-11-30,240,41,93,.441,9,24,.375,15,26,.577,11,37,48,26,14,7,6,25,106,,240,.507,.489,.258,.280,21.2,72.5,46.6,63.4,13.9,10.1,5.4,100.0,105.1,97.2
13,Denver Nuggets,2016-11-30,240,38,91,.418,7,22,.318,15,24,.625,14,41,55,28,3,7,19,21,98,,240,.482,.456,.242,.264,27.5,78.8,53.4,73.7,3.0,10.1,15.8,100.0,97.2,105.1
13,New York Knicks,2016-11-30,240,41,91,.451,13,32,.406,11,15,.733,12,27,39,24,8,3,13,26,106,,240,.543,.522,.352,.165,29.3,71.1,49.4,58.5,8.5,5.2,11.8,100.0,112.4,110.3
13,Minnesota Timberwolves,2016-11-30,240,34,77,.442,4,19,.211,32,39,.821,11,29,40,17,9,5,15,17,104,,240,.552,.468,.247,.506,28.9,70.7,50.6,50.0,9.5,8.5,13.7,100.0,110.3,112.4
13,Washington Wizards,2016-11-30,265,44,98,.449,10,28,.357,17,26,.654,11,37,48,25,8,3,11,25,115,,265,.525,.500,.286,.265,22.4,80.4,50.5,56.8,7.4,4.6,9.1,100.0,106.2,116.4
13,Oklahoma City Thunder,2016-11-30,265,46,95,.484,12,30,.400,22,31,.710,9,38,47,28,10,4,13,22,126,,265,.580,.547,.316,.326,19.6,77.6,49.5,60.9,9.2,5.7,10.7,100.0,116.4,106.2
13,Atlanta Hawks,2016-11-30,240,45,89,.506,9,25,.360,8,10,.800,7,33,40,20,9,6,20,22,107,,240,.573,.556,.281,.112,20.0,71.7,49.4,44.4,8.9,8.8,17.6,100.0,105.5,107.5
13,Phoenix Suns,2016-11-30,240,40,89,.449,10,21,.476,19,25,.760,13,28,41,15,11,4,15,17,109,,240,.545,.506,.236,.281,28.3,80.0,50.6,37.5,10.8,6.3,13.0,100.0,107.5,105.5
13,Indiana Pacers,2016-11-30,240,36,72,.500,6,14,.429,31,35,.886,4,28,32,19,3,4,15,14,109,,240,.624,.542,.194,.486,13.3,66.7,44.4,52.8,3.2,6.5,14.6,100.0,115.9,139.3
13,Portland Trail Blazers,2016-11-30,240,51,94,.543,12,32,.375,17,19,.895,14,26,40,29,13,3,6,23,131,,240,.640,.606,.340,.202,33.3,86.7,55.6,56.9,13.8,5.2,5.5,100.0,139.3,115.9
13,Memphis Grizzlies,2016-11-30,240,36,81,.444,11,27,.407,22,26,.846,12,18,30,16,13,1,15,25,105,,240,.568,.512,.333,.321,27.3,64.3,41.7,44.4,14.3,2.7,14.0,100.0,115.6,132.1
13,Toronto Raptors,2016-11-30,240,38,69,.551,16,32,.500,28,33,.848,10,32,42,23,8,3,18,25,120,,240,.718,.667,.464,.478,35.7,72.7,58.3,60.5,8.8,5.6,17.7,100.0,132.1,115.6
13,Milwaukee Bucks,2016-12-01,240,36,80,.450,15,34,.441,24,29,.828,14,34,48,23,8,10,18,18,111,,240,.598,.544,.425,.363,33.3,73.9,54.5,63.9,8.4,20.4,16.3,100.0,116.3,97.4
13,Brooklyn Nets,2016-12-01,240,34,89,.382,12,40,.300,13,16,.813,12,28,40,20,9,9,17,22,93,,240,.484,.449,.449,.180,26.1,66.7,45.5,58.8,9.4,19.6,15.0,100.0,97.4,116.3
13,Dallas Mavericks,2016-12-01,240,32,86,.372,9,31,.290,14,18,.778,9,32,41,18,6,2,11,25,87,,240,.463,.424,.360,.209,20.5,88.9,51.3,56.3,6.5,3.6,10.5,100.0,94.5,105.4
13,Charlotte Hornets,2016-12-01,240,35,74,.473,5,18,.278,22,31,.710,4,35,39,24,5,6,10,18,97,,240,.553,.507,.243,.419,11.1,79.5,48.8,68.6,5.4,10.9,10.2,100.0,105.4,94.5
13,Los Angeles Clippers,2016-12-01,240,42,89,.472,13,31,.419,16,24,.667,14,33,47,33,7,3,11,32,113,,240,.567,.545,.348,.270,31.8,84.6,56.6,78.6,7.4,6.7,9.9,100.0,119.3,99.2
13,Cleveland Cavaliers,2016-12-01,240,28,69,.406,9,24,.375,29,39,.744,6,30,36,12,5,3,18,24,94,,240,.545,.471,.348,.565,15.4,68.2,43.4,42.9,5.3,5.2,17.3,100.0,99.2,119.3
13,Houston Rockets,2016-12-01,290,48,108,.444,14,44,.318,22,30,.733,15,41,56,26,11,4,19,28,132,,290,.545,.509,.407,.278,26.8,75.9,50.9,54.2,9.1,6.7,13.6,100.0,109.1,105.0
13,Golden State Warriors,2016-12-01,290,43,104,.413,12,44,.273,29,37,.784,13,41,54,31,12,7,17,27,127,,290,.528,.471,.423,.356,24.1,73.2,49.1,72.1,9.9,10.9,12.4,100.0,105.0,109.1
13,Orlando Magic,2016-12-01,240,33,74,.446,6,24,.250,22,31,.710,7,35,42,15,5,10,17,19,94,,240,.536,.486,.324,.419,18.4,81.4,51.9,45.5,5.4,16.4,16.2,100.0,100.9,102.0
13,Memphis Grizzlies,2016-12-01,240,33,79,.418,7,18,.389,22,28,.786,8,31,39,18,9,9,10,25,95,,240,.520,.462,.228,.354,18.6,81.6,48.1,54.5,9.7,18.0,9.9,100.0,102.0,100.9
13,Miami Heat,2016-12-01,240,44,86,.512,8,19,.421,15,19,.789,13,27,40,16,7,2,6,15,111,,240,.588,.558,.221,.221,33.3,84.4,56.3,36.4,8.2,4.7,6.0,100.0,130.7,129.5
13,Utah Jazz,2016-12-01,240,40,73,.548,17,30,.567,13,17,.765,5,26,31,24,5,8,11,14,110,,240,.683,.664,.411,.233,15.6,66.7,43.7,60.0,5.9,11.9,12.0,100.0,129.5,130.7
12,Detroit Pistons,2016-12-02,240,48,89,.539,17,29,.586,8,12,.667,11,43,54,28,4,3,15,15,121,,240,.642,.635,.326,.135,29.7,87.8,62.8,58.3,4.2,4.7,13.7,100.0,126.4,88.8
13,Atlanta Hawks,2016-12-02,240,32,88,.364,6,24,.250,15,20,.750,6,26,32,22,6,2,7,12,85,,240,.439,.398,.273,.227,12.2,70.3,37.2,68.8,6.3,3.3,6.7,100.0,88.8,126.4
12,Sacramento Kings,2016-12-02,240,33,87,.379,6,26,.231,20,25,.800,14,37,51,22,9,10,15,16,92,,240,.469,.414,.299,.287,29.8,77.1,53.7,66.7,9.5,16.7,13.3,100.0,97.3,102.6
13,Boston Celtics,2016-12-02,240,36,88,.409,11,28,.393,14,15,.933,11,33,44,25,11,8,13,22,97,,240,.513,.472,.318,.170,22.9,70.2,46.3,69.4,11.6,13.1,12.1,100.0,102.6,97.3
13,Cleveland Cavaliers,2016-12-02,240,45,83,.542,10,26,.385,5,10,.500,6,27,33,30,5,1,18,15,105,,240,.601,.602,.313,.120,15.4,62.8,40.2,66.7,5.2,1.3,17.1,100.0,108.2,114.4
13,Chicago Bulls,2016-12-02,240,47,96,.490,3,18,.167,14,17,.824,16,33,49,31,11,4,12,16,111,,240,.536,.505,.188,.177,37.2,84.6,59.8,66.0,11.3,7.0,10.4,100.0,114.4,108.2
13,Houston Rockets,2016-12-02,240,45,89,.506,17,37,.459,21,25,.840,12,30,42,25,11,7,11,14,128,,240,.640,.601,.416,.281,29.3,56.6,44.7,55.6,11.3,9.7,9.9,100.0,131.5,113.0
13,Denver Nuggets,2016-12-02,240,46,102,.451,9,30,.300,9,16,.563,23,29,52,22,5,3,16,20,110,,240,.504,.495,.294,.157,43.4,70.7,55.3,47.8,5.1,5.8,12.8,100.0,113.0,131.5
13,Los Angeles Clippers,2016-12-02,240,45,88,.511,10,24,.417,14,16,.875,12,34,46,27,7,7,9,18,114,,240,.600,.568,.273,.182,28.6,75.6,52.9,60.0,7.7,10.9,8.7,100.0,124.7,105.0
12,New Orleans Pelicans,2016-12-02,240,39,84,.464,5,20,.250,13,21,.619,11,30,41,21,5,5,12,14,96,,240,.515,.494,.238,.250,24.4,71.4,47.1,53.8,5.5,7.8,11.4,100.0,105.0,124.7
13,Minnesota Timberwolves,2016-12-02,240,41,88,.466,10,28,.357,22,24,.917,13,30,43,25,6,6,14,25,114,,240,.578,.523,.318,.273,28.9,73.2,50.0,61.0,6.1,10.9,12.4,100.0,115.6,119.7
13,New York Knicks,2016-12-02,240,41,86,.477,12,31,.387,24,30,.800,11,32,43,26,9,6,15,18,118,,240,.595,.547,.360,.349,26.8,71.1,50.0,63.4,9.1,10.0,13.1,100.0,119.7,115.6
13,Orlando Magic,2016-12-02,240,37,78,.474,13,26,.500,18,26,.692,7,40,47,24,8,3,10,20,105,,240,.587,.558,.333,.333,18.4,72.7,50.5,64.9,8.8,4.8,10.1,100.0,115.3,96.6
13,Philadelphia 76ers,2016-12-02,240,36,95,.379,9,32,.281,7,10,.700,15,31,46,24,3,6,10,18,88,,240,.443,.426,.337,.105,27.3,81.6,49.5,66.7,3.3,11.5,9.1,100.0,96.6,115.3
13,Washington Wizards,2016-12-02,240,41,81,.506,7,11,.636,16,18,.889,9,34,43,25,13,3,18,26,105,,240,.590,.549,.136,.222,26.5,73.9,53.8,61.0,13.6,5.0,16.8,100.0,109.6,111.7
13,San Antonio Spurs,2016-12-02,240,39,80,.488,8,20,.400,21,33,.636,12,25,37,27,11,4,15,17,107,,240,.566,.538,.250,.413,26.1,73.5,46.3,69.2,11.5,5.7,13.7,100.0,111.7,109.6
13,Los Angeles Lakers,2016-12-02,240,32,93,.344,6,26,.231,10,17,.588,19,27,46,16,6,2,16,18,80,,240,.398,.376,.280,.183,33.9,79.4,51.1,50.0,6.5,3.7,13.7,100.0,87.2,123.2
13,Toronto Raptors,2016-12-02,240,45,83,.542,12,29,.414,11,13,.846,7,37,44,25,8,5,10,18,113,,240,.637,.614,.349,.157,20.6,66.1,48.9,55.6,8.7,7.5,10.1,100.0,123.2,87.2
13,Minnesota Timberwolves,2016-12-03,265,48,106,.453,10,27,.370,19,22,.864,14,37,51,32,10,10,10,19,125,,265,.540,.500,.255,.208,27.5,74.0,50.5,66.7,9.2,15.4,8.0,100.0,115.0,110.4
13,Charlotte Hornets,2016-12-03,265,44,101,.436,14,36,.389,18,26,.692,13,37,50,30,6,8,14,16,120,,265,.534,.505,.356,.257,26.0,72.5,49.5,68.2,5.5,10.1,11.1,100.0,110.4,115.0
13,Chicago Bulls,2016-12-03,240,32,71,.451,3,13,.231,15,21,.714,11,32,43,9,4,5,20,22,82,,240,.511,.472,.183,.296,27.5,69.6,50.0,28.1,4.5,8.9,20.0,100.0,92.8,121.0
