,Team Name,Date,MP_x,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,MP_y,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
13,New York Knicks,2016-10-25,240,32,87,.368,9,27,.333,15,20,.750,13,29,42,17,6,6,18,22,88,,240,.459,.420,.310,.230,24.5,72.5,45.2,53.1,6.0,10.2,15.8,100.0,88.1,117.1
13,Cleveland Cavaliers,2016-10-25,240,45,94,.479,13,35,.371,14,19,.737,11,40,51,31,12,5,14,22,117,,240,.572,.548,.372,.202,27.5,75.5,54.8,68.9,12.0,8.3,12.0,100.0,117.1,88.1
13,San Antonio Spurs,2016-10-25,240,47,98,.480,12,24,.500,23,26,.885,21,34,55,25,13,3,13,19,129,,240,.589,.541,.245,.265,43.8,81.0,61.1,53.2,13.2,5.8,10.6,100.0,131.3,101.8
13,Golden State Warriors,2016-10-25,240,40,85,.471,7,33,.212,13,18,.722,8,27,35,24,11,6,16,19,100,,240,.538,.512,.388,.212,19.0,56.3,38.9,60.0,11.2,8.1,14.7,100.0,101.8,131.3
13,Utah Jazz,2016-10-25,240,40,82,.488,8,24,.333,16,16,1.000,6,25,31,19,9,5,11,19,104,,240,.584,.537,.293,.195,17.1,83.3,47.7,47.5,9.9,8.9,11.0,100.0,114.9,124.8
13,Portland Trail Blazers,2016-10-25,240,39,75,.520,13,19,.684,22,22,1.000,5,29,34,22,5,3,12,18,113,,240,.667,.607,.253,.293,16.7,82.9,52.3,56.4,5.5,5.2,12.4,100.0,124.8,114.9
13,Brooklyn Nets,2016-10-26,240,43,97,.443,15,44,.341,16,20,.800,15,29,44,22,8,3,16,19,117,,240,.553,.521,.454,.206,30.0,70.7,48.4,51.2,7.8,5.3,13.1,100.0,113.6,118.4
13,Boston Celtics,2016-10-26,240,48,89,.539,11,32,.344,15,18,.833,12,35,47,36,13,9,19,20,122,,240,.629,.601,.360,.202,29.3,70.0,51.6,75.0,12.6,17.0,16.4,100.0,118.4,113.6
13,Dallas Mavericks,2016-10-26,265,45,104,.433,18,48,.375,13,18,.722,10,39,49,26,8,8,15,27,121,,265,.541,.519,.462,.173,18.5,83.0,48.5,57.8,7.0,10.8,11.8,100.0,105.8,113.7
13,Indiana Pacers,2016-10-26,265,47,93,.505,10,19,.526,26,34,.765,8,44,52,30,11,6,16,23,130,,265,.602,.559,.204,.366,17.0,81.5,51.5,63.8,9.6,10.7,12.9,100.0,113.7,105.8
13,Houston Rockets,2016-10-26,240,44,86,.512,7,29,.241,19,27,.704,10,29,39,29,10,1,14,23,114,,240,.582,.552,.337,.314,26.3,72.5,50.0,65.9,10.1,1.9,12.5,100.0,114.7,120.7
13,Los Angeles Lakers,2016-10-26,240,45,89,.506,12,35,.343,18,22,.818,11,28,39,21,10,4,15,24,120,,240,.608,.573,.393,.247,27.5,73.7,50.0,46.7,10.1,7.0,13.2,100.0,120.7,114.7
13,Minnesota Timberwolves,2016-10-26,240,36,86,.419,6,18,.333,20,29,.690,15,30,45,20,6,5,10,23,98,,240,.496,.453,.209,.337,30.6,73.2,50.0,55.6,6.6,8.9,9.2,100.0,107.5,111.8
13,Memphis Grizzlies,2016-10-26,240,36,80,.450,11,24,.458,19,27,.704,11,34,45,19,6,11,13,25,102,,240,.555,.519,.300,.338,26.8,69.4,50.0,52.8,6.6,16.2,12.4,100.0,111.8,107.5
13,Charlotte Hornets,2016-10-26,240,40,89,.449,7,23,.304,20,24,.833,11,40,51,27,5,10,10,22,107,,240,.537,.489,.258,.270,23.4,80.0,52.6,67.5,5.2,13.2,9.1,100.0,110.9,99.5
13,Milwaukee Bucks,2016-10-26,240,39,92,.424,3,16,.188,15,20,.750,10,36,46,23,4,5,8,22,96,,240,.476,.440,.174,.217,20.0,76.6,47.4,59.0,4.1,7.6,7.4,100.0,99.5,110.9
13,Denver Nuggets,2016-10-26,240,37,83,.446,8,24,.333,25,33,.758,11,47,58,18,7,3,24,22,107,,240,.549,.494,.289,.398,27.5,90.4,63.0,48.6,6.5,4.1,19.7,100.0,99.8,95.1
13,New Orleans Pelicans,2016-10-26,240,38,92,.413,3,19,.158,23,26,.885,5,29,34,31,16,5,11,29,102,,240,.493,.429,.207,.283,9.6,72.5,37.0,81.6,14.9,8.5,9.6,100.0,95.1,99.8
13,Miami Heat,2016-10-26,240,47,97,.485,4,16,.250,10,16,.625,16,36,52,27,5,7,10,22,108,,240,.519,.505,.165,.165,34.8,70.6,53.6,57.4,5.3,9.9,8.8,100.0,114.5,101.8
13,Orlando Magic,2016-10-26,240,34,89,.382,6,18,.333,22,28,.786,15,30,45,20,5,4,11,15,96,,240,.474,.416,.202,.315,29.4,65.2,46.4,58.8,5.3,4.9,9.8,100.0,101.8,114.5
13,Oklahoma City Thunder,2016-10-26,240,39,94,.415,6,22,.273,19,26,.731,13,40,53,19,7,3,10,23,103,,240,.488,.447,.234,.277,25.5,88.9,55.2,48.7,7.0,5.0,8.7,100.0,102.6,96.7
12,Philadelphia 76ers,2016-10-26,240,36,84,.429,7,24,.292,18,25,.720,5,38,43,21,5,10,13,22,97,,240,.511,.470,.286,.298,11.1,74.5,44.8,58.3,5.0,13.9,12.0,100.0,96.7,102.6
13,Sacramento Kings,2016-10-26,240,44,86,.512,6,21,.286,19,26,.731,10,31,41,24,5,5,13,20,113,,240,.580,.547,.244,.302,24.4,75.6,50.0,54.5,5.2,8.2,11.8,100.0,116.8,97.1
13,Phoenix Suns,2016-10-26,240,36,77,.468,4,16,.250,18,27,.667,10,31,41,20,6,3,18,29,94,,240,.529,.494,.208,.351,24.4,75.6,50.0,55.6,6.2,4.6,16.8,100.0,97.1,116.8
13,Detroit Pistons,2016-10-26,240,35,84,.417,4,22,.182,17,22,.773,8,32,40,17,8,0,13,24,91,,240,.486,.440,.262,.262,17.8,69.6,44.0,48.6,8.4,0.0,12.2,100.0,95.6,114.5
13,Toronto Raptors,2016-10-26,240,41,86,.477,3,18,.167,24,29,.828,14,37,51,17,8,0,11,22,109,,240,.552,.494,.209,.337,30.4,82.2,56.0,41.5,8.4,0.0,10.0,100.0,114.5,95.6
13,Washington Wizards,2016-10-27,240,40,94,.426,6,20,.300,13,18,.722,12,28,40,25,14,4,19,20,99,,240,.486,.457,.213,.191,24.0,66.7,43.5,62.5,13.5,6.5,15.7,100.0,95.7,110.2
13,Atlanta Hawks,2016-10-27,240,44,88,.500,12,26,.462,14,18,.778,14,38,52,28,13,7,21,19,114,,240,.594,.568,.295,.205,33.3,76.0,56.5,63.6,12.6,9.5,18.0,100.0,110.2,95.7
13,Boston Celtics,2016-10-27,240,38,76,.500,8,23,.348,15,24,.625,3,33,36,22,6,6,11,25,99,,240,.572,.553,.303,.316,7.5,64.7,39.6,57.9,6.4,9.0,11.3,100.0,105.1,111.5
13,Chicago Bulls,2016-10-27,240,36,92,.391,11,25,.440,22,30,.733,18,37,55,25,5,1,12,21,105,,240,.499,.451,.272,.326,35.3,92.5,60.4,69.4,5.3,1.9,10.2,100.0,111.5,105.1
13,Los Angeles Clippers,2016-10-27,240,37,91,.407,8,29,.276,32,46,.696,15,33,48,12,10,4,7,25,114,,240,.512,.451,.319,.505,27.8,78.6,50.0,32.4,9.9,6.0,5.9,100.0,113.1,105.2
13,Portland Trail Blazers,2016-10-27,240,39,85,.459,4,18,.222,24,32,.750,9,39,48,18,4,4,14,34,106,,240,.535,.482,.212,.376,21.4,72.2,50.0,46.2,4.0,6.5,12.4,100.0,105.2,113.1
13,San Antonio Spurs,2016-10-27,240,36,79,.456,6,18,.333,24,27,.889,9,31,40,23,10,8,9,26,102,,240,.561,.494,.228,.342,20.9,83.8,50.0,63.9,11.0,16.0,9.0,100.0,112.0,103.2
13,Sacramento Kings,2016-10-27,240,28,70,.400,6,20,.300,32,38,.842,6,34,40,22,7,0,15,21,94,,240,.542,.443,.286,.543,16.2,79.1,50.0,78.6,7.7,0.0,14.7,100.0,103.2,112.0
13,Indiana Pacers,2016-10-28,240,37,98,.378,7,24,.292,13,20,.650,14,35,49,22,7,6,13,22,94,,240,.440,.413,.245,.204,25.9,74.5,48.5,59.5,7.0,11.1,10.9,100.0,94.1,103.2
13,Brooklyn Nets,2016-10-28,240,38,87,.437,10,33,.303,17,20,.850,12,40,52,20,6,4,16,23,103,,240,.538,.494,.379,.230,25.5,74.1,51.5,52.6,6.0,5.4,14.3,100.0,103.2,94.1
13,Houston Rockets,2016-10-28,240,33,70,.471,15,32,.469,25,31,.806,5,36,41,21,6,1,18,22,106,,240,.634,.579,.457,.443,15.2,85.7,54.7,63.6,6.4,2.0,17.7,100.0,113.9,105.3
13,Dallas Mavericks,2016-10-28,240,35,80,.438,8,29,.276,20,24,.833,6,28,34,13,11,2,9,21,98,,240,.541,.488,.363,.300,14.3,84.8,45.3,37.1,11.8,5.3,9.0,100.0,105.3,113.9
13,Orlando Magic,2016-10-28,240,33,95,.347,8,26,.308,8,12,.667,14,30,44,20,8,3,9,13,82,,240,.409,.389,.274,.126,24.1,76.9,45.4,60.6,8.4,3.9,8.2,100.0,86.1,113.3
13,Detroit Pistons,2016-10-28,240,48,95,.505,7,19,.368,5,6,.833,9,44,53,27,8,4,12,11,108,,240,.553,.542,.200,.063,23.1,75.9,54.6,56.3,8.4,5.8,10.9,100.0,113.3,86.1
13,Charlotte Hornets,2016-10-28,240,35,92,.380,7,22,.318,20,24,.833,13,36,49,20,10,9,8,20,97,,240,.473,.418,.239,.261,24.1,76.6,48.5,57.1,10.3,17.3,7.2,100.0,99.8,93.6
13,Miami Heat,2016-10-28,240,32,86,.372,14,34,.412,13,20,.650,11,41,52,19,2,4,19,23,91,,240,.480,.453,.395,.233,23.4,75.9,51.5,59.4,2.1,5.7,16.7,100.0,93.6,99.8
13,Golden State Warriors,2016-10-28,240,44,91,.484,9,28,.321,25,28,.893,9,40,49,32,8,2,14,22,122,,240,.590,.533,.308,.308,19.6,76.9,50.0,72.7,7.4,2.6,11.9,100.0,113.2,105.8
13,New Orleans Pelicans,2016-10-28,240,47,100,.470,5,22,.227,15,23,.652,12,37,49,29,8,5,13,24,114,,240,.518,.495,.220,.230,23.1,80.4,50.0,61.7,7.4,7.9,10.6,100.0,105.8,113.2
13,Phoenix Suns,2016-10-28,265,42,94,.447,5,28,.179,21,32,.656,7,37,44,15,11,3,15,29,110,,265,.509,.473,.298,.340,14.0,72.5,43.6,35.7,9.5,4.0,12.2,100.0,95.3,97.9
13,Oklahoma City Thunder,2016-10-28,265,40,96,.417,5,21,.238,28,38,.737,14,43,57,13,11,3,22,24,113,,265,.501,.443,.219,.396,27.5,86.0,56.4,32.5,9.5,4.5,16.3,100.0,97.9,95.3
13,Cleveland Cavaliers,2016-10-28,240,33,79,.418,12,32,.375,16,22,.727,9,31,40,20,8,3,17,15,94,,240,.530,.494,.405,.278,21.4,63.3,44.0,60.6,8.5,4.1,16.1,100.0,100.1,96.9
13,Toronto Raptors,2016-10-28,240,35,90,.389,4,16,.250,17,18,.944,18,33,51,12,9,3,18,20,91,,240,.465,.411,.178,.200,36.7,78.6,56.0,34.3,9.6,6.4,15.5,100.0,96.9,100.1
13,Los Angeles Lakers,2016-10-28,240,32,84,.381,9,23,.391,16,21,.762,11,32,43,16,6,7,14,29,89,,240,.477,.435,.274,.250,24.4,71.1,47.8,50.0,6.5,14.0,13.1,100.0,96.6,104.2
13,Utah Jazz,2016-10-28,240,31,75,.413,6,25,.240,28,40,.700,13,34,47,14,4,7,14,18,96,,240,.518,.453,.333,.533,28.9,75.6,52.2,45.2,4.3,11.5,13.1,100.0,104.2,96.6
13,Boston Celtics,2016-10-29,240,39,81,.481,15,31,.484,11,17,.647,4,38,42,25,4,6,13,26,104,,240,.588,.574,.383,.210,11.1,86.4,52.5,64.1,4.2,12.8,12.8,100.0,110.0,103.6
13,Charlotte Hornets,2016-10-29,240,32,79,.405,9,32,.281,25,33,.758,6,32,38,22,8,6,8,17,98,,240,.524,.462,.405,.418,13.6,88.9,47.5,68.8,8.5,12.0,7.9,100.0,103.6,110.0
13,Indiana Pacers,2016-10-29,240,43,88,.489,7,18,.389,8,9,.889,8,25,33,34,8,7,13,16,101,,240,.549,.528,.205,.102,19.0,65.8,41.3,79.1,8.6,10.8,12.4,100.0,108.1,126.3
13,Chicago Bulls,2016-10-29,240,45,86,.523,9,21,.429,19,21,.905,13,34,47,34,8,6,12,14,118,,240,.619,.576,.244,.244,34.2,81.0,58.8,75.6,8.6,8.6,11.2,100.0,126.3,108.1
13,Orlando Magic,2016-10-29,240,38,84,.452,8,28,.286,15,26,.577,13,37,50,21,6,5,20,23,99,,240,.519,.500,.333,.310,32.5,74.0,55.6,55.3,6.2,9.8,17.3,100.0,102.6,108.8
13,Cleveland Cavaliers,2016-10-29,240,36,88,.409,11,37,.297,22,30,.733,13,27,40,17,8,6,9,27,105,,240,.519,.472,.420,.341,26.0,67.5,44.4,47.2,8.3,10.7,8.2,100.0,108.8,102.6
13,Portland Trail Blazers,2016-10-29,265,45,98,.459,10,32,.313,15,21,.714,5,40,45,23,10,8,15,30,115,,265,.536,.510,.327,.214,10.0,71.4,42.5,51.1,8.7,10.4,12.3,100.0,100.3,98.5
13,Denver Nuggets,2016-10-29,265,38,100,.380,6,23,.261,31,39,.795,16,45,61,19,10,5,17,21,113,,265,.482,.410,.230,.390,28.6,90.0,57.5,50.0,8.7,7.6,12.7,100.0,98.5,100.3
13,Brooklyn Nets,2016-10-29,240,37,84,.440,11,34,.324,23,28,.821,11,34,45,23,12,6,18,22,108,,240,.561,.506,.405,.333,23.4,81.0,50.6,62.2,11.8,9.1,15.7,100.0,106.2,108.1
13,Milwaukee Bucks,2016-10-29,240,41,88,.466,8,22,.364,20,24,.833,8,36,44,25,14,5,14,23,110,,240,.558,.511,.250,.273,19.0,76.6,49.4,61.0,13.8,10.0,12.4,100.0,108.1,106.2
13,Memphis Grizzlies,2016-10-29,240,37,86,.430,9,25,.360,21,26,.808,11,29,40,19,3,2,12,30,104,,240,.534,.483,.291,.302,23.9,82.9,49.4,51.4,3.1,3.6,11.0,100.0,107.9,115.1
13,New York Knicks,2016-10-29,240,40,76,.526,6,21,.286,25,39,.641,6,35,41,24,4,4,12,25,111,,240,.596,.566,.276,.513,17.1,76.1,50.6,60.0,4.1,6.6,11.4,100.0,115.1,107.9
13,Atlanta Hawks,2016-10-29,240,42,85,.494,5,20,.250,15,23,.652,6,41,47,31,11,7,12,14,104,,240,.547,.524,.235,.271,14.6,91.1,54.7,73.8,11.0,11.3,11.2,100.0,103.7,71.8
12,Philadelphia 76ers,2016-10-29,240,28,80,.350,5,18,.278,11,15,.733,4,35,39,16,9,5,20,20,72,,240,.416,.381,.225,.188,8.9,85.4,45.3,57.1,9.0,7.7,18.8,100.0,71.8,103.7
13,Minnesota Timberwolves,2016-10-29,240,37,70,.529,7,22,.318,22,31,.710,7,29,36,19,6,5,11,25,103,,240,.616,.579,.314,.443,25.9,72.5,53.7,51.4,6.7,8.5,11.6,100.0,115.3,118.6
13,Sacramento Kings,2016-10-29,240,39,85,.459,9,26,.346,19,25,.760,11,20,31,24,6,5,13,24,106,,240,.552,.512,.306,.294,27.5,74.1,46.3,61.5,6.7,10.4,11.9,100.0,118.6,115.3
13,New Orleans Pelicans,2016-10-29,240,32,86,.372,4,22,.182,11,15,.733,7,38,45,14,6,5,9,19,79,,240,.427,.395,.256,.174,13.7,86.4,47.4,43.8,6.4,8.5,8.9,100.0,84.4,104.7
13,San Antonio Spurs,2016-10-29,240,35,83,.422,10,24,.417,18,23,.783,6,44,50,21,6,7,9,15,98,,240,.526,.482,.289,.277,13.6,86.3,52.6,60.0,6.4,10.9,8.8,100.0,104.7,84.4
13,Milwaukee Bucks,2016-10-30,240,34,87,.391,4,17,.235,11,14,.786,10,30,40,22,10,4,12,16,83,,240,.445,.414,.195,.161,19.2,65.2,40.8,64.7,10.7,5.9,11.4,100.0,89.0,105.1
13,Detroit Pistons,2016-10-30,240,39,88,.443,5,20,.250,15,20,.750,16,42,58,23,8,4,15,14,98,,240,.506,.472,.227,.227,34.8,80.8,59.2,59.0,8.6,5.7,13.4,100.0,105.1,89.0
13,Dallas Mavericks,2016-10-30,240,32,84,.381,11,30,.367,17,20,.850,12,30,42,17,8,3,9,17,92,,240,.496,.446,.357,.238,24.5,76.9,47.7,53.1,8.8,6.1,8.8,100.0,101.4,102.5
13,Houston Rockets,2016-10-30,240,34,80,.425,11,31,.355,14,21,.667,9,37,46,16,5,4,17,21,93,,240,.521,.494,.388,.263,23.1,75.5,52.3,47.1,5.5,7.4,16.0,100.0,102.5,101.4
13,Utah Jazz,2016-10-30,240,29,73,.397,7,19,.368,10,13,.769,7,36,43,18,8,3,18,22,75,,240,.476,.445,.260,.178,16.7,72.0,46.7,62.1,9.0,5.4,18.6,100.0,84.4,99.1
13,Los Angeles Clippers,2016-10-30,240,34,83,.410,6,27,.222,14,20,.700,14,35,49,17,8,4,13,14,88,,240,.479,.446,.325,.241,28.0,83.3,53.3,50.0,9.0,7.4,12.4,100.0,99.1,84.4
13,Washington Wizards,2016-10-30,265,38,86,.442,5,25,.200,22,25,.880,8,32,40,19,8,4,14,23,103,,265,.531,.471,.291,.291,18.2,74.4,46.0,50.0,8.0,7.0,12.6,100.0,103.2,112.2
13,Memphis Grizzlies,2016-10-30,265,39,88,.443,15,31,.484,19,26,.731,11,36,47,24,9,2,14,26,112,,265,.563,.528,.352,.295,25.6,81.8,54.0,61.5,9.0,3.3,12.3,100.0,112.2,103.2
13,San Antonio Spurs,2016-10-30,240,37,82,.451,10,18,.556,22,26,.846,14,30,44,20,4,5,15,26,106,,240,.567,.512,.220,.317,31.8,83.3,55.0,54.1,4.3,8.3,13.8,100.0,113.5,106.0
13,Miami Heat,2016-10-30,240,37,80,.463,7,20,.350,18,26,.692,6,30,36,19,7,6,12,24,99,,240,.541,.506,.250,.325,16.7,68.2,45.0,51.4,7.5,9.4,11.6,100.0,106.0,113.5
13,Los Angeles Lakers,2016-10-30,240,35,87,.402,7,32,.219,19,24,.792,11,30,41,20,15,2,21,18,96,,240,.492,.443,.368,.276,23.9,75.0,47.7,57.1,14.2,2.9,17.7,100.0,90.7,106.7
13,Oklahoma City Thunder,2016-10-30,240,45,95,.474,9,26,.346,14,17,.824,10,35,45,29,15,6,19,22,113,,240,.551,.521,.274,.179,25.0,76.1,52.3,64.4,14.2,10.9,15.6,100.0,106.7,90.7
13,Golden State Warriors,2016-10-30,240,35,83,.422,8,29,.276,28,33,.848,7,36,43,27,6,5,15,23,106,,240,.543,.470,.349,.398,15.2,76.6,46.2,77.1,6.0,7.5,13.3,100.0,105.4,99.4
13,Phoenix Suns,2016-10-30,240,37,90,.411,8,23,.348,18,25,.720,11,39,50,19,10,6,11,26,100,,240,.495,.456,.256,.278,23.4,84.8,53.8,51.4,9.9,11.1,9.8,100.0,99.4,105.4
13,Sacramento Kings,2016-10-31,240,36,75,.480,10,23,.435,13,19,.684,6,32,38,26,10,6,19,34,95,,240,.570,.547,.307,.253,18.8,65.3,46.9,72.2,10.7,12.2,18.6,100.0,101.3,113.1
13,Atlanta Hawks,2016-10-31,240,33,79,.418,11,30,.367,29,47,.617,17,26,43,24,11,6,13,20,106,,240,.532,.487,.380,.595,34.7,81.3,53.1,72.7,11.7,11.5,11.5,100.0,113.1,101.3
13,Chicago Bulls,2016-10-31,240,45,89,.506,11,27,.407,17,18,.944,13,45,58,26,9,9,19,22,118,,240,.609,.567,.303,.202,31.0,73.8,56.3,57.8,8.9,13.8,16.4,100.0,116.6,87.0
13,Brooklyn Nets,2016-10-31,240,33,96,.344,5,31,.161,17,21,.810,16,29,45,14,12,3,15,15,88,,240,.418,.370,.323,.219,26.2,69.0,43.7,42.4,11.9,4.8,12.5,100.0,87.0,116.6
13,Phoenix Suns,2016-10-31,240,35,84,.417,5,15,.333,23,31,.742,10,34,44,19,11,0,20,33,98,,240,.502,.446,.179,.369,20.4,87.2,50.0,54.3,10.4,0.0,17.0,100.0,92.7,109.7
13,Los Angeles Clippers,2016-10-31,240,40,80,.500,6,16,.375,30,38,.789,5,39,44,21,8,4,16,23,116,,240,.600,.538,.200,.475,12.8,79.6,50.0,52.5,7.6,5.8,14.2,100.0,109.7,92.7
13,Denver Nuggets,2016-10-31,240,33,81,.407,9,22,.409,27,35,.771,11,35,46,14,2,9,8,18,102,,240,.529,.463,.272,.432,25.6,76.1,51.7,42.4,2.2,12.5,7.7,100.0,111.6,114.9
13,Toronto Raptors,2016-10-31,240,41,88,.466,4,16,.250,19,25,.760,11,32,43,16,7,9,7,28,105,,240,.530,.489,.182,.284,23.9,74.4,48.3,39.0,7.7,15.3,6.6,100.0,114.9,111.6
13,Houston Rockets,2016-11-01,240,43,90,.478,17,44,.386,17,25,.680,11,21,32,30,5,2,7,25,120,,240,.594,.572,.489,.278,24.4,63.6,41.0,69.8,5.4,3.9,6.5,100.0,129.3,138.0
13,Cleveland Cavaliers,2016-11-01,240,43,83,.518,16,32,.500,26,31,.839,12,34,46,22,4,2,11,21,128,,240,.662,.614,.386,.373,36.4,75.6,59.0,51.2,4.3,4.3,10.2,100.0,138.0,129.3
13,New York Knicks,2016-11-01,240,35,86,.407,7,22,.318,12,15,.800,8,35,43,18,6,9,11,20,89,,240,.481,.448,.256,.174,17.4,77.8,47.3,51.4,6.3,11.8,10.6,100.0,93.9,107.7
13,Detroit Pistons,2016-11-01,240,41,89,.461,8,13,.615,12,21,.571,10,38,48,19,7,5,10,16,102,,240,.519,.506,.146,.236,22.2,82.6,52.7,46.3,7.4,7.8,9.2,100.0,107.7,93.9
13,Los Angeles Lakers,2016-11-01,240,40,89,.449,6,28,.214,22,25,.880,11,33,44,14,8,2,19,25,108,,240,.540,.483,.315,.281,25.6,75.0,50.6,35.0,7.8,3.4,16.0,100.0,104.9,111.7
13,Indiana Pacers,2016-11-01,240,41,87,.471,10,28,.357,23,29,.793,11,32,43,19,10,8,15,20,115,,240,.576,.529,.322,.333,25.0,74.4,49.4,46.3,9.7,13.1,13.1,100.0,111.7,104.9
13,Sacramento Kings,2016-11-01,265,34,89,.382,5,23,.217,23,27,.852,9,44,53,12,4,4,15,23,96,,265,.476,.410,.258,.303,18.8,88.0,54.1,35.3,3.8,7.0,12.9,100.0,91.4,102.8
13,Miami Heat,2016-11-01,265,37,86,.430,13,29,.448,21,29,.724,6,39,45,24,10,9,15,21,108,,265,.547,.506,.337,.337,12.0,81.3,45.9,64.9,9.5,13.6,13.2,100.0,102.8,91.4
13,Memphis Grizzlies,2016-11-01,240,27,75,.360,4,24,.167,22,29,.759,8,24,32,10,17,4,20,22,80,,240,.456,.387,.320,.387,16.7,70.6,39.0,37.0,17.4,6.9,18.6,100.0,82.0,118.8
13,Minnesota Timberwolves,2016-11-01,240,43,78,.551,12,20,.600,18,23,.783,10,40,50,29,10,5,21,22,116,,240,.658,.628,.256,.295,29.4,83.3,61.0,67.4,10.2,9.8,19.2,100.0,118.8,82.0
13,Milwaukee Bucks,2016-11-01,240,44,91,.484,10,32,.313,19,21,.905,11,38,49,30,9,5,15,25,117,,240,.584,.538,.352,.231,25.0,80.9,53.8,68.2,8.8,8.9,13.0,100.0,114.8,110.9
13,New Orleans Pelicans,2016-11-01,240,36,82,.439,9,26,.346,32,41,.780,9,33,42,23,13,5,13,17,113,,240,.565,.494,.317,.500,19.1,75.0,46.2,63.9,12.8,8.5,11.5,100.0,110.9,114.8
13,Orlando Magic,2016-11-01,240,42,93,.452,6,25,.240,13,17,.765,12,27,39,29,7,6,10,15,103,,240,.513,.484,.269,.183,25.5,79.4,48.1,69.0,7.4,9.8,9.1,100.0,108.9,106.7
12,Philadelphia 76ers,2016-11-01,240,40,81,.494,9,20,.450,12,16,.750,7,35,42,28,5,8,15,20,101,,240,.574,.549,.247,.198,20.6,74.5,51.9,70.0,5.3,11.8,14.6,100.0,106.7,108.9
